IncidentTechniqueKey,IncidentKey,AttackTechniqueKey,IsPrimary
1618,1295,16,True
1619,1296,11,False
1620,1296,14,True
1621,1297,24,True
1622,1298,20,True
1623,1299,19,True
1624,1300,17,True
1625,1300,18,False
1626,1301,8,True
1627,1302,15,True
1628,1303,14,True
1629,1304,6,True
1630,1304,11,False
1631,1305,18,True
1632,1306,26,True
1633,1307,11,True
1634,1308,16,True
1635,1308,25,False
1636,1309,9,True
1637,1310,21,True
1638,1311,22,True
1639,1312,4,False
1640,1312,17,True
1641,1313,17,True
1642,1314,24,True
1643,1315,10,True
1644,1316,7,False
1645,1316,16,True
1646,1317,21,True
1647,1318,4,True
1648,1319,23,True
1649,1320,6,False
1650,1320,11,True
1651,1321,21,True
1652,1322,8,True
1653,1323,3,True
1654,1324,4,False
1655,1324,5,True
1656,1325,20,True
1657,1326,6,True
1658,1327,21,True
1659,1328,16,True
1660,1328,19,False
1661,1329,19,True
1662,1330,13,True
1663,1331,18,True
1664,1332,6,False
1665,1332,25,True
1666,1333,2,True
1667,1334,23,True
1668,1335,19,True
1669,1336,1,False
1670,1336,16,True
1671,1337,6,True
1672,1338,10,True
1673,1339,10,True
1674,1340,1,False
1675,1340,12,True
1676,1341,11,True
1677,1342,12,True
1678,1343,14,True
1679,1344,12,False
1680,1344,19,True
1681,1345,24,True
1682,1346,6,True
1683,1347,13,True
1684,1348,6,False
1685,1348,9,True
1686,1349,9,True
1687,1350,23,True
1688,1351,15,True
1689,1352,23,True
1690,1352,24,False
1691,1353,13,True
1692,1354,19,True
1693,1355,12,True
1694,1356,19,True
1695,1356,24,False
1696,1357,14,True
1697,1358,19,True
1698,1359,11,True
1699,1360,2,True
1700,1360,11,False
1701,1361,5,True
1702,1362,2,True
1703,1363,26,True
1704,1364,13,False
1705,1364,26,True
1706,1365,19,True
1707,1366,8,True
1708,1367,13,True
1709,1368,12,False
1710,1368,21,True
1711,1369,19,True
1712,1370,17,True
1713,1371,6,True
1714,1372,3,True
1715,1372,24,False
1716,1373,21,True
1717,1374,9,True
1718,1375,9,True
1719,1376,22,False
1720,1376,23,True
1721,1377,6,True
1722,1378,10,True
1723,1379,8,True
1724,1380,17,True
1725,1380,20,False
1726,1381,11,True
1727,1382,24,True
1728,1383,8,True
1729,1384,14,True
1730,1384,21,False
1731,1385,10,True
1732,1386,26,True
1733,1387,9,True
1734,1388,13,True
1735,1388,24,False
1736,1389,16,True
1737,1390,4,True
1738,1391,21,True
1739,1392,7,True
1740,1392,22,False
1741,1393,14,True
1742,1394,10,True
1743,1395,24,True
1744,1396,2,False
1745,1396,9,True
1746,1397,1,True
1747,1398,7,True
1748,1399,5,True
1749,1400,16,False
1750,1400,19,True
1751,1401,20,True
1752,1402,25,True
1753,1403,15,True
1754,1404,4,True
1755,1404,5,False
1756,1405,6,True
1757,1406,23,True
1758,1407,6,True
1759,1408,5,True
1760,1408,10,False
1761,1409,16,True
1762,1410,1,True
1763,1411,16,True
1764,1412,9,False
1765,1412,26,True
1766,1413,12,True
1767,1414,17,True
1768,1415,8,True
1769,1416,5,True
1770,1416,18,False
1771,1417,5,True
1772,1418,26,True
1773,1419,16,True
1774,1420,3,True
1775,1420,20,False
1776,1421,11,True
1777,1422,19,True
1778,1423,21,True
1779,1424,16,False
1780,1424,21,True
1781,1425,12,True
1782,1426,17,True
1783,1427,18,True
1784,1428,15,False
1785,1428,16,True
1786,1429,6,True
1787,1430,17,True
1788,1431,13,True
1789,1432,3,False
1790,1432,26,True
1791,1433,10,True
1792,1434,9,True
1793,1435,22,True
1794,1436,9,True
1795,1436,16,False
1796,1437,13,True
1797,1438,2,True
1798,1439,3,True
1799,1440,10,False
1800,1440,25,True
1801,1441,19,True
1802,1442,9,True
1803,1443,12,True
1804,1444,7,False
1805,1444,18,True
1806,1445,12,True
1807,1446,19,True
1808,1447,17,True
1809,1448,9,False
1810,1448,16,True
1811,1449,19,True
1812,1450,15,True
1813,1451,5,True
1814,1452,2,True
1815,1452,25,False
1816,1453,25,True
1817,1454,26,True
1818,1455,16,True
1819,1456,21,True
1820,1456,22,False
1821,1457,5,True
1822,1458,15,True
1823,1459,14,True
1824,1460,9,True
1825,1460,14,False
1826,1461,9,True
1827,1462,3,True
1828,1463,18,True
1829,1464,7,False
1830,1464,24,True
1831,1465,3,True
1832,1466,16,True
1833,1467,3,True
1834,1468,2,False
1835,1468,15,True
1836,1469,26,True
1837,1470,3,True
1838,1471,4,True
1839,1472,10,False
1840,1472,19,True
1841,1473,23,True
1842,1474,12,True
1843,1475,17,True
1844,1476,20,False
1845,1476,25,True
1846,1477,10,True
1847,1478,2,True
1848,1479,26,True
1849,1480,10,False
1850,1480,11,True
1851,1481,24,True
1852,1482,24,True
1853,1483,2,True
1854,1484,7,True
1855,1484,10,False
1856,1485,25,True
1857,1486,17,True
1858,1487,12,True
1859,1488,2,True
1860,1488,9,False
1861,1489,17,True
1862,1490,12,True
1863,1491,7,True
1864,1492,4,True
1865,1492,15,False
1866,1493,16,True
1867,1494,9,True
1868,1495,3,True
1869,1496,3,False
1870,1496,14,True
1871,1497,13,True
1872,1498,2,True
1873,1499,13,True
1874,1500,5,False
1875,1500,12,True
1876,1501,14,True
1877,1502,2,True
1878,1503,15,True
1879,1504,21,False
1880,1504,24,True
1881,1505,20,True
1882,1506,17,True
1883,1507,6,True
1884,1508,5,True
1885,1508,6,False
1886,1509,19,True
1887,1510,12,True
1888,1511,13,True
1889,1512,3,True
1890,1512,8,False
1891,1513,16,True
1892,1514,15,True
1893,1515,9,True
1894,1516,9,False
1895,1516,26,True
1896,1517,17,True
1897,1518,15,True
1898,1519,18,True
1899,1520,10,False
1900,1520,23,True
1901,1521,18,True
1902,1522,15,True
1903,1523,7,True
1904,1524,7,False
1905,1524,16,True
1906,1525,3,True
1907,1526,17,True
1908,1527,3,True
1909,1528,18,False
1910,1528,23,True
1911,1529,7,True
1912,1530,11,True
1913,1531,24,True
1914,1532,8,False
1915,1532,9,True
1916,1533,17,True
1917,1534,7,True
1918,1535,23,True
1919,1536,12,True
1920,1536,15,False
1921,1537,10,True
1922,1538,15,True
1923,1539,7,True
1924,1540,19,True
1925,1540,26,False
1926,1541,8,True
1927,1542,9,True
1928,1543,14,True
1929,1544,9,False
1930,1544,24,True
1931,1545,5,True
1932,1546,19,True
1933,1547,2,True
1934,1548,2,True
1935,1548,17,False
1936,1549,2,True
1937,1550,26,True
1938,1551,12,True
1939,1552,9,False
1940,1552,16,True
1941,1553,16,True
1942,1554,8,True
1943,1555,9,True
1944,1556,6,False
1945,1556,9,True
1946,1557,7,True
1947,1558,18,True
1948,1559,15,True
1949,1560,10,True
1950,1560,11,False
1951,1561,19,True
1952,1562,20,True
1953,1563,18,True
1954,1564,4,True
1955,1564,9,False
1956,1565,12,True
1957,1566,20,True
1958,1567,17,True
1959,1568,14,True
1960,1568,23,False
1961,1569,22,True
1962,1570,5,True
1963,1571,24,True
1964,1572,3,True
1965,1572,16,False
1966,1573,24,True
1967,1574,3,True
1968,1575,19,True
1969,1576,6,True
1970,1576,23,False
1971,1577,9,True
1972,1578,6,True
1973,1579,23,True
1974,1580,3,False
1975,1580,8,True
1976,1581,23,True
1977,1582,15,True
1978,1583,9,True
1979,1584,24,False
1980,1584,25,True
1981,1585,26,True
1982,1586,14,True
1983,1587,3,True
1984,1588,16,True
1985,1588,19,False
1986,1589,12,True
1987,1590,13,True
1988,1591,7,True
1989,1592,3,True
1990,1592,10,False
1991,1593,6,True
1992,1594,21,True
1993,1595,2,True
1994,1596,2,True
1995,1596,13,False
1996,1597,16,True
1997,1598,15,True
1998,1599,8,True
1999,1600,11,False
2000,1600,22,True
2001,1601,8,True
2002,1602,20,True
2003,1603,12,True
2004,1604,6,False
2005,1604,13,True
2006,1605,16,True
2007,1606,5,True
2008,1607,2,True
2009,1608,13,False
2010,1608,16,True
2011,1609,9,True
2012,1610,23,True
2013,1611,23,True
2014,1612,1,False
2015,1612,26,True
2016,1613,9,True
2017,1614,15,True
2018,1615,19,True
2019,1616,13,True
2020,1616,18,False
2021,1617,14,True
2022,1618,16,True
2023,1619,24,True
2024,1620,7,False
2025,1620,24,True
2026,1621,7,True
2027,1622,3,True
2028,1623,16,True
2029,1624,11,False
2030,1624,24,True
2031,1625,10,True
2032,1626,16,True
2033,1627,16,True
2034,1628,6,False
2035,1628,15,True
2036,1629,26,True
2037,1630,23,True
2038,1631,25,True
2039,1632,21,False
2040,1632,26,True
2041,1633,21,True
2042,1634,23,True
2043,1635,6,True
2044,1636,2,False
2045,1636,3,True
2046,1637,20,True
2047,1638,26,True
2048,1639,16,True
2049,1640,16,True
2050,1640,19,False
2051,1641,19,True
2052,1642,15,True
2053,1643,17,True
2054,1644,12,True
2055,1644,19,False
2056,1645,4,True
2057,1646,18,True
2058,1647,22,True
2059,1648,8,True
2060,1648,19,False
2061,1649,25,True
2062,1650,17,True
2063,1651,26,True
2064,1652,11,False
2065,1652,22,True
2066,1653,9,True
2067,1654,16,True
2068,1655,14,True
2069,1656,3,True
2070,1656,22,False
2071,1657,22,True
2072,1658,23,True
2073,1659,7,True
2074,1660,2,False
2075,1660,5,True
2076,1661,26,True
2077,1662,16,True
2078,1663,2,True
2079,1664,16,True
2080,1664,17,False
2081,1665,19,True
2082,1666,19,True
2083,1667,9,True
2084,1668,12,True
2085,1668,17,False
2086,1669,10,True
2087,1670,26,True
2088,1671,19,True
2089,1672,4,True
2090,1672,13,False
2091,1673,9,True
2092,1674,8,True
2093,1675,8,True
2094,1676,2,True
2095,1676,15,False
2096,1677,3,True
2097,1678,21,True
2098,1679,8,True
2099,1680,14,False
2100,1680,23,True
2101,1681,7,True
2102,1682,8,True
2103,1683,16,True
2104,1684,20,False
2105,1684,25,True
2106,1685,21,True
2107,1686,9,True
2108,1687,10,True
2109,1688,6,False
2110,1688,7,True
2111,1689,15,True
2112,1690,26,True
2113,1691,26,True
2114,1692,12,True
2115,1692,15,False
2116,1693,2,True
2117,1694,3,True
2118,1695,16,True
2119,1696,3,False
2120,1696,22,True
2121,1697,6,True
2122,1698,3,True
2123,1699,10,True
2124,1700,9,True
2125,1700,20,False
2126,1701,26,True
2127,1702,23,True
2128,1703,23,True
2129,1704,4,False
2130,1704,15,True
2131,1705,8,True
2132,1706,10,True
2133,1707,14,True
2134,1708,14,False
2135,1708,21,True
2136,1709,14,True
2137,1710,7,True
2138,1711,26,True
2139,1712,18,False
2140,1712,21,True
2141,1713,18,True
2142,1714,12,True
2143,1715,12,True
2144,1716,2,True
2145,1716,3,False
2146,1717,10,True
2147,1718,10,True
2148,1719,17,True
2149,1720,1,True
2150,1720,6,False
2151,1721,5,True
2152,1722,2,True
2153,1723,8,True
2154,1724,15,True
2155,1724,24,False
2156,1725,24,True
2157,1726,11,True
2158,1727,3,True
2159,1728,1,False
2160,1728,14,True
2161,1729,20,True
2162,1730,10,True
2163,1731,3,True
2164,1732,7,True
2165,1732,24,False
2166,1733,3,True
2167,1734,8,True
2168,1735,8,True
2169,1736,1,False
2170,1736,6,True
2171,1737,4,True
2172,1738,17,True
2173,1739,5,True
2174,1740,2,False
2175,1740,3,True
2176,1741,3,True
2177,1742,8,True
2178,1743,22,True
2179,1744,22,True
2180,1744,25,False
2181,1745,15,True
2182,1746,16,True
2183,1747,3,True
2184,1748,10,True
2185,1748,17,False
2186,1749,26,True
2187,1750,7,True
2188,1751,6,True
2189,1752,1,False
2190,1752,16,True
2191,1753,17,True
2192,1754,3,True
2193,1755,26,True
2194,1756,2,False
2195,1756,13,True
2196,1757,18,True
2197,1758,26,True
2198,1759,14,True
2199,1760,7,True
2200,1760,26,False
2201,1761,24,True
2202,1762,6,True
2203,1763,2,True
2204,1764,14,False
2205,1764,17,True
2206,1765,19,True
2207,1766,7,True
2208,1767,12,True
2209,1768,18,True
2210,1768,19,False
2211,1769,25,True
2212,1770,7,True
2213,1771,18,True
2214,1772,9,True
2215,1772,14,False
2216,1773,15,True
2217,1774,3,True
2218,1775,2,True
2219,1776,2,True
2220,1776,11,False
2221,1777,14,True
2222,1778,24,True
2223,1779,20,True
2224,1780,3,True
2225,1780,16,False
2226,1781,2,True
2227,1782,2,True
2228,1783,26,True
2229,1784,17,False
2230,1784,26,True
2231,1785,8,True
2232,1786,23,True
2233,1787,26,True
2234,1788,14,False
2235,1788,19,True
2236,1789,10,True
2237,1790,22,True
2238,1791,3,True
2239,1792,21,False
2240,1792,22,True
2241,1793,7,True
2242,1794,17,True
2243,1795,7,True
2244,1796,3,True
2245,1796,6,False
2246,1797,19,True
2247,1798,23,True
2248,1799,19,True
2249,1800,6,False
2250,1800,25,True
2251,1801,24,True
2252,1802,19,True
2253,1803,17,True
2254,1804,7,False
2255,1804,22,True
2256,1805,8,True
2257,1806,12,True
2258,1807,15,True
2259,1808,10,False
2260,1808,21,True
2261,1809,26,True
2262,1810,10,True
2263,1811,16,True
2264,1812,13,False
2265,1812,20,True
2266,1813,17,True
2267,1814,24,True
2268,1815,1,True
2269,1816,19,False
2270,1816,22,True
2271,1817,19,True
2272,1818,15,True
2273,1819,15,True
2274,1820,10,True
2275,1820,11,False
2276,1821,22,True
2277,1822,23,True
2278,1823,26,True
2279,1824,21,True
2280,1824,26,False
2281,1825,6,True
2282,1826,7,True
2283,1827,15,True
2284,1828,7,False
2285,1828,24,True
2286,1829,8,True
2287,1830,22,True
2288,1831,7,True
2289,1832,11,False
2290,1832,24,True
2291,1833,12,True
2292,1834,12,True
2293,1835,26,True
2294,1836,15,False
2295,1836,24,True
2296,1837,13,True
2297,1838,17,True
2298,1839,13,True
2299,1840,21,False
2300,1840,26,True
2301,1841,8,True
2302,1842,11,True
2303,1843,9,True
2304,1844,22,False
2305,1844,23,True
2306,1845,7,True
2307,1846,6,True
2308,1847,16,True
2309,1848,9,True
2310,1848,12,False
2311,1849,10,True
2312,1850,3,True
2313,1851,7,True
2314,1852,12,True
2315,1852,19,False
2316,1853,9,True
2317,1854,26,True
2318,1855,9,True
2319,1856,3,False
2320,1856,18,True
2321,1857,25,True
2322,1858,4,True
2323,1859,17,True
2324,1860,7,True
2325,1860,22,False
2326,1861,22,True
2327,1862,26,True
2328,1863,5,True
2329,1864,3,True
2330,1864,22,False
2331,1865,25,True
2332,1866,6,True
2333,1867,9,True
2334,1868,18,False
2335,1868,21,True
2336,1869,10,True
2337,1870,12,True
2338,1871,1,True
2339,1872,21,True
2340,1872,22,False
2341,1873,23,True
2342,1874,19,True
2343,1875,5,True
2344,1876,5,True
2345,1876,10,False
2346,1877,7,True
2347,1878,6,True
2348,1879,1,True
2349,1880,2,True
2350,1880,11,False
2351,1881,24,True
2352,1882,10,True
2353,1883,15,True
2354,1884,3,True
2355,1884,16,False
2356,1885,26,True
2357,1886,12,True
2358,1887,3,True
2359,1888,15,False
2360,1888,24,True
2361,1889,12,True
2362,1890,3,True
2363,1891,2,True
2364,1892,8,False
2365,1892,13,True
2366,1893,9,True
2367,1894,8,True
2368,1895,16,True
2369,1896,16,False
2370,1896,17,True
2371,1897,23,True
2372,1898,4,True
2373,1899,17,True
2374,1900,1,True
2375,1900,4,False
2376,1901,26,True
2377,1902,16,True
2378,1903,26,True
2379,1904,1,True
2380,1904,8,False
2381,1905,19,True
2382,1906,24,True
2383,1907,17,True
2384,1908,8,False
2385,1908,23,True
2386,1909,12,True
2387,1910,8,True
2388,1911,14,True
2389,1912,7,True
2390,1912,22,False
2391,1913,23,True
2392,1914,11,True
2393,1915,19,True
2394,1916,10,False
2395,1916,17,True
2396,1917,24,True
2397,1918,16,True
2398,1919,13,True
2399,1920,14,False
2400,1920,17,True
2401,1921,24,True
2402,1922,6,True
2403,1923,26,True
2404,1924,8,True
2405,1924,9,False
2406,1925,15,True
2407,1926,3,True
2408,1927,23,True
2409,1928,8,True
2410,1928,13,False
2411,1929,19,True
2412,1930,10,True
2413,1931,26,True
2414,1932,2,False
2415,1932,19,True
2416,1933,17,True
2417,1934,23,True
2418,1935,1,True
2419,1936,5,False
2420,1936,18,True
2421,1937,15,True
2422,1938,4,True
2423,1939,23,True
2424,1940,3,True
2425,1940,20,False
2426,1941,22,True
2427,1942,26,True
2428,1943,24,True
2429,1944,18,False
2430,1944,23,True
2431,1945,3,True
2432,1946,3,True
2433,1947,3,True
2434,1948,8,False
2435,1948,9,True
2436,1949,6,True
2437,1950,13,True
2438,1951,11,True
2439,1952,12,True
2440,1952,15,False
2441,1953,9,True
2442,1954,21,True
2443,1955,10,True
2444,1956,17,True
2445,1956,24,False
2446,1957,16,True
2447,1958,24,True
2448,1959,19,True
2449,1960,4,False
2450,1960,19,True
2451,1961,5,True
2452,1962,7,True
2453,1963,3,True
2454,1964,4,False
2455,1964,15,True
2456,1965,5,True
2457,1966,22,True
2458,1967,7,True
2459,1968,5,False
2460,1968,12,True
2461,1969,24,True
2462,1970,22,True
2463,1971,23,True
2464,1972,2,False
2465,1972,5,True
2466,1973,5,True
2467,1974,16,True
2468,1975,26,True
2469,1976,6,True
2470,1976,7,False
2471,1977,18,True
2472,1978,6,True
2473,1979,22,True
2474,1980,4,False
2475,1980,25,True
2476,1981,10,True
2477,1982,22,True
2478,1983,22,True
2479,1984,2,True
2480,1984,11,False
2481,1985,21,True
2482,1986,7,True
2483,1987,7,True
2484,1988,3,True
2485,1988,16,False
2486,1989,24,True
2487,1990,4,True
2488,1991,7,True
2489,1992,9,True
2490,1992,26,False
2491,1993,16,True
2492,1994,23,True
2493,1995,10,True
2494,1996,21,False
2495,1996,26,True
2496,1997,26,True
2497,1998,23,True
2498,1999,4,True
2499,2000,22,False
2500,2000,23,True
2501,2001,6,True
2502,2002,24,True
2503,2003,10,True
2504,2004,8,True
2505,2004,11,False
2506,2005,26,True
2507,2006,26,True
2508,2007,3,True
2509,2008,16,True
2510,2008,23,False
2511,2009,3,True
2512,2010,17,True
2513,2011,24,True
2514,2012,5,True
2515,2012,16,False
2516,2013,16,True
2517,2014,2,True
2518,2015,19,True
2519,2016,7,True
2520,2016,22,False
2521,2017,7,True
2522,2018,13,True
2523,2019,16,True
2524,2020,8,False
2525,2020,15,True
2526,2021,26,True
2527,2022,2,True
2528,2023,22,True
2529,2024,15,False
2530,2024,18,True
2531,2025,6,True
2532,2026,14,True
2533,2027,8,True
2534,2028,25,True
2535,2028,26,False
2536,2029,12,True
2537,2030,22,True
2538,2031,16,True
2539,2032,13,True
2540,2032,18,False
2541,2033,23,True
2542,2034,9,True
2543,2035,13,True
2544,2036,15,True
2545,2036,24,False
2546,2037,12,True
2547,2038,24,True
2548,2039,19,True
2549,2040,11,True
2550,2040,24,False
2551,2041,21,True
2552,2042,2,True
2553,2043,6,True
2554,2044,17,False
2555,2044,26,True
2556,2045,22,True
2557,2046,1,True
2558,2047,3,True
2559,2048,7,False
2560,2048,12,True
2561,2049,19,True
2562,2050,9,True
2563,2051,5,True
2564,2052,3,False
2565,2052,4,True
2566,2053,7,True
2567,2054,16,True
2568,2055,8,True
2569,2056,22,True
2570,2056,25,False
2571,2057,2,True
2572,2058,17,True
2573,2059,8,True
2574,2060,6,False
2575,2060,25,True
2576,2061,2,True
2577,2062,24,True
2578,2063,2,True
2579,2064,4,True
2580,2064,15,False
2581,2065,8,True
2582,2066,22,True
2583,2067,3,True
2584,2068,5,True
2585,2068,20,False
2586,2069,9,True
2587,2070,10,True
2588,2071,3,True
2589,2072,18,False
2590,2072,25,True
2591,2073,26,True
2592,2074,7,True
2593,2075,14,True
2594,2076,12,False
2595,2076,15,True
2596,2077,26,True
2597,2078,14,True
2598,2079,6,True
2599,2080,7,True
2600,2080,8,False
2601,2081,22,True
2602,2082,14,True
2603,2083,18,True
2604,2084,1,False
2605,2084,22,True
2606,2085,13,True
2607,2086,23,True
2608,2087,22,True
2609,2088,15,True
2610,2088,24,False
2611,2089,25,True
2612,2090,12,True
2613,2091,3,True
2614,2092,12,True
2615,2092,25,False
2616,2093,6,True
2617,2094,22,True
2618,2095,26,True
2619,2096,5,True
2620,2096,22,False
2621,2097,1,True
2622,2098,23,True
2623,2099,17,True
2624,2100,9,False
2625,2100,14,True
2626,2101,12,True
2627,2102,23,True
2628,2103,16,True
2629,2104,5,False
2630,2104,6,True
2631,2105,3,True
2632,2106,13,True
2633,2107,4,True
2634,2108,12,True
2635,2108,15,False
2636,2109,2,True
2637,2110,10,True
2638,2111,7,True
2639,2112,14,True
2640,2112,21,False
2641,2113,9,True
2642,2114,14,True
2643,2115,19,True
2644,2116,8,False
2645,2116,23,True
2646,2117,15,True
2647,2118,2,True
2648,2119,5,True
2649,2120,1,True
2650,2120,16,False
2651,2121,10,True
2652,2122,3,True
2653,2123,15,True
2654,2124,3,True
2655,2124,22,False
2656,2125,10,True
2657,2126,21,True
2658,2127,7,True
2659,2128,7,False
2660,2128,10,True
2661,2129,17,True
2662,2130,7,True
2663,2131,6,True
2664,2132,19,True
2665,2132,20,False
2666,2133,2,True
2667,2134,9,True
2668,2135,17,True
2669,2136,5,True
2670,2136,10,False
2671,2137,10,True
2672,2138,2,True
2673,2139,21,True
2674,2140,17,True
2675,2140,26,False
2676,2141,3,True
2677,2142,15,True
2678,2143,15,True
2679,2144,13,False
2680,2144,26,True
2681,2145,4,True
2682,2146,15,True
2683,2147,9,True
2684,2148,2,True
2685,2148,19,False
2686,2149,23,True
2687,2150,24,True
2688,2151,15,True
2689,2152,16,False
2690,2152,21,True
2691,2153,10,True
2692,2154,12,True
2693,2155,11,True
2694,2156,13,False
2695,2156,14,True
2696,2157,16,True
2697,2158,4,True
2698,2159,1,True
2699,2160,17,True
2700,2160,20,False
2701,2161,7,True
2702,2162,3,True
2703,2163,25,True
2704,2164,15,True
2705,2164,22,False
2706,2165,23,True
2707,2166,15,True
2708,2167,17,True
2709,2168,9,True
2710,2168,20,False
2711,2169,23,True
2712,2170,5,True
2713,2171,17,True
2714,2172,3,True
2715,2172,18,False
2716,2173,12,True
2717,2174,10,True
2718,2175,2,True
2719,2176,16,False
2720,2176,23,True
2721,2177,8,True
2722,2178,10,True
2723,2179,15,True
2724,2180,4,False
2725,2180,7,True
2726,2181,21,True
2727,2182,24,True
2728,2183,1,True
2729,2184,1,False
2730,2184,26,True
2731,2185,5,True
2732,2186,22,True
2733,2187,13,True
2734,2188,21,True
2735,2188,26,False
2736,2189,13,True
2737,2190,7,True
2738,2191,21,True
2739,2192,4,True
2740,2192,13,False
2741,2193,26,True
2742,2194,16,True
2743,2195,24,True
2744,2196,8,False
2745,2196,21,True
2746,2197,22,True
2747,2198,5,True
2748,2199,15,True
2749,2200,2,True
2750,2200,19,False
2751,2201,7,True
2752,2202,10,True
2753,2203,21,True
2754,2204,2,True
2755,2204,23,False
2756,2205,1,True
2757,2206,26,True
2758,2207,6,True
2759,2208,13,False
2760,2208,14,True
2761,2209,18,True
2762,2210,13,True
2763,2211,1,True
2764,2212,22,True
2765,2212,25,False
2766,2213,16,True
2767,2214,26,True
2768,2215,22,True
2769,2216,5,True
2770,2216,12,False
2771,2217,20,True
2772,2218,24,True
2773,2219,7,True
2774,2220,7,True
2775,2220,18,False
2776,2221,7,True
2777,2222,13,True
2778,2223,8,True
2779,2224,12,False
2780,2224,23,True
2781,2225,9,True
2782,2226,22,True
2783,2227,7,True
2784,2228,13,False
2785,2228,20,True
2786,2229,1,True
2787,2230,5,True
2788,2231,16,True
2789,2232,17,False
2790,2232,20,True
2791,2233,25,True
2792,2234,5,True
2793,2235,3,True
2794,2236,8,True
2795,2236,9,False
2796,2237,8,True
2797,2238,18,True
2798,2239,9,True
2799,2240,3,True
2800,2240,8,False
2801,2241,21,True
2802,2242,24,True
2803,2243,11,True
2804,2244,17,True
2805,2244,26,False
2806,2245,8,True
2807,2246,22,True
2808,2247,22,True
2809,2248,13,False
2810,2248,26,True
2811,2249,23,True
2812,2250,2,True
2813,2251,24,True
2814,2252,14,False
2815,2252,23,True
2816,2253,23,True
2817,2254,8,True
2818,2255,4,True
2819,2256,17,False
2820,2256,22,True
2821,2257,3,True
2822,2258,6,True
2823,2259,19,True
2824,2260,22,False
2825,2260,23,True
2826,2261,5,True
2827,2262,5,True
2828,2263,23,True
2829,2264,14,True
2830,2264,17,False
2831,2265,15,True
2832,2266,6,True
2833,2267,26,True
2834,2268,19,True
2835,2268,26,False
2836,2269,23,True
2837,2270,10,True
2838,2271,23,True
2839,2272,7,True
2840,2272,18,False
2841,2273,19,True
2842,2274,3,True
2843,2275,23,True
2844,2276,9,False
2845,2276,20,True
2846,2277,15,True
2847,2278,8,True
2848,2279,6,True
2849,2280,2,True
2850,2280,21,False
2851,2281,23,True
2852,2282,16,True
2853,2283,2,True
2854,2284,8,False
2855,2284,11,True
2856,2285,19,True
2857,2286,4,True
2858,2287,12,True
2859,2288,22,True
2860,2288,23,False
2861,2289,6,True
2862,2290,3,True
2863,2291,16,True
2864,2292,3,False
2865,2292,24,True
2866,2293,6,True
2867,2294,12,True
2868,2295,11,True
2869,2296,7,True
2870,2296,16,False
2871,2297,3,True
2872,2298,19,True
2873,2299,21,True
2874,2300,6,True
2875,2300,19,False
2876,2301,14,True
2877,2302,14,True
2878,2303,13,True
2879,2304,13,False
2880,2304,22,True
2881,2305,8,True
2882,2306,20,True
2883,2307,17,True
2884,2308,10,False
2885,2308,15,True
2886,2309,7,True
2887,2310,19,True
2888,2311,2,True
2889,2312,4,False
2890,2312,5,True
2891,2313,12,True
2892,2314,22,True
2893,2315,10,True
2894,2316,3,False
2895,2316,26,True
2896,2317,21,True
2897,2318,9,True
2898,2319,26,True
2899,2320,5,False
2900,2320,24,True
2901,2321,21,True
2902,2322,17,True
2903,2323,24,True
2904,2324,1,False
2905,2324,16,True
2906,2325,13,True
2907,2326,5,True
2908,2327,7,True
2909,2328,3,False
2910,2328,14,True
2911,2329,15,True
2912,2330,13,True
2913,2331,7,True
2914,2332,13,False
2915,2332,20,True
2916,2333,26,True
2917,2334,9,True
2918,2335,4,True
2919,2336,20,False
2920,2336,23,True
2921,2337,3,True
2922,2338,3,True
2923,2339,19,True
2924,2340,23,True
2925,2340,24,False
2926,2341,14,True
2927,2342,4,True
2928,2343,21,True
2929,2344,10,True
2930,2344,15,False
2931,2345,16,True
2932,2346,26,True
2933,2347,2,True
2934,2348,2,False
2935,2348,19,True
2936,2349,14,True
2937,2350,20,True
2938,2351,15,True
2939,2352,3,True
2940,2352,16,False
2941,2353,12,True
2942,2354,9,True
2943,2355,18,True
2944,2356,15,False
2945,2356,24,True
2946,2357,9,True
2947,2358,10,True
2948,2359,12,True
2949,2360,3,True
2950,2360,24,False
2951,2361,13,True
2952,2362,2,True
2953,2363,5,True
2954,2364,5,False
2955,2364,6,True
2956,2365,16,True
2957,2366,21,True
2958,2367,6,True
2959,2368,14,True
2960,2368,17,False
2961,2369,4,True
2962,2370,14,True
2963,2371,3,True
2964,2372,12,True
2965,2372,19,False
2966,2373,26,True
2967,2374,25,True
2968,2375,5,True
2969,2376,11,False
2970,2376,26,True
2971,2377,26,True
2972,2378,9,True
2973,2379,3,True
2974,2380,11,False
2975,2380,22,True
2976,2381,16,True
2977,2382,20,True
2978,2383,9,True
2979,2384,2,False
2980,2384,9,True
2981,2385,20,True
2982,2386,11,True
2983,2387,21,True
2984,2388,3,False
2985,2388,6,True
2986,2389,17,True
2987,2390,25,True
2988,2391,3,True
2989,2392,6,True
2990,2392,7,False
2991,2393,8,True
2992,2394,23,True
2993,2395,25,True
2994,2396,3,False
2995,2396,24,True
2996,2397,8,True
2997,2398,15,True
2998,2399,3,True
2999,2400,16,True
3000,2400,25,False
3001,2401,3,True
3002,2402,22,True
3003,2403,3,True
3004,2404,2,True
3005,2404,15,False
3006,2405,11,True
3007,2406,22,True
3008,2407,19,True
3009,2408,5,True
3010,2408,22,False
3011,2409,23,True
3012,2410,22,True
3013,2411,21,True
