LifecycleKey,IncidentKey,Stage,StageOrder,StageAtUTC,StageDateKey,AnalystKey,MinutesFromPreviousStage,SafeAction
2918,515,Contained,4,2025-08-16T20:07:46Z,20250816,16,60.0,Transição sintética para Contained.
2919,515,Resolved,5,2025-08-16T23:13:46Z,20250816,16,186.0,Transição sintética para Resolved.
2920,515,Closed,6,2025-08-17T02:26:46Z,20250817,16,193.0,Transição sintética para Closed.
2921,516,Created,1,2026-03-11T17:13:55Z,20260311,8,,Transição sintética para Created.
2922,516,Acknowledged,2,2026-03-11T18:03:55Z,20260311,8,50.0,Transição sintética para Acknowledged.
2923,516,Triaged,3,2026-03-11T18:14:55Z,20260311,8,11.0,Transição sintética para Triaged.
2924,516,Contained,4,2026-03-11T19:05:55Z,20260311,8,51.0,Transição sintética para Contained.
2925,516,Resolved,5,2026-03-12T14:38:55Z,20260312,8,1173.0,Transição sintética para Resolved.
2926,517,Created,1,2025-02-16T14:50:58Z,20250216,1,,Transição sintética para Created.
2927,517,Acknowledged,2,2025-02-16T15:25:58Z,20250216,1,35.0,Transição sintética para Acknowledged.
2928,517,Triaged,3,2025-02-16T16:03:58Z,20250216,1,38.0,Transição sintética para Triaged.
2929,517,Contained,4,2025-02-16T17:12:58Z,20250216,1,69.0,Transição sintética para Contained.
2930,517,Resolved,5,2025-02-16T20:07:58Z,20250216,1,175.0,Transição sintética para Resolved.
2931,517,Closed,6,2025-02-16T21:25:58Z,20250216,1,78.0,Transição sintética para Closed.
2932,518,Created,1,2025-11-10T12:57:57Z,20251110,13,,Transição sintética para Created.
2933,518,Acknowledged,2,2025-11-10T13:13:57Z,20251110,13,16.0,Transição sintética para Acknowledged.
2934,518,Triaged,3,2025-11-10T13:24:57Z,20251110,13,11.0,Transição sintética para Triaged.
2935,518,Contained,4,2025-11-10T15:54:57Z,20251110,13,150.0,Transição sintética para Contained.
2936,518,Resolved,5,2025-11-10T18:22:57Z,20251110,13,148.0,Transição sintética para Resolved.
2937,518,Closed,6,2025-11-11T02:56:57Z,20251111,13,514.0,Transição sintética para Closed.
2938,519,Created,1,2025-06-19T17:33:46Z,20250619,5,,Transição sintética para Created.
2939,519,Acknowledged,2,2025-06-19T18:38:46Z,20250619,5,65.0,Transição sintética para Acknowledged.
2940,519,Triaged,3,2025-06-19T19:20:46Z,20250619,5,42.0,Transição sintética para Triaged.
2941,519,Contained,4,2025-06-19T20:24:46Z,20250619,5,64.0,Transição sintética para Contained.
2942,519,Resolved,5,2025-06-20T00:29:46Z,20250620,5,245.0,Transição sintética para Resolved.
2943,519,Closed,6,2025-06-20T05:21:46Z,20250620,5,292.0,Transição sintética para Closed.
2944,520,Created,1,2025-05-15T19:18:20Z,20250515,1,,Transição sintética para Created.
2945,520,Acknowledged,2,2025-05-15T19:42:20Z,20250515,1,24.0,Transição sintética para Acknowledged.
2946,520,Triaged,3,2025-05-15T20:07:20Z,20250515,1,25.0,Transição sintética para Triaged.
2947,520,Contained,4,2025-05-15T20:35:20Z,20250515,1,28.0,Transição sintética para Contained.
2948,520,Resolved,5,2025-05-16T00:56:20Z,20250516,1,261.0,Transição sintética para Resolved.
2949,520,Closed,6,2025-05-16T12:47:20Z,20250516,1,711.0,Transição sintética para Closed.
2950,521,Created,1,2025-04-08T03:02:06Z,20250408,11,,Transição sintética para Created.
2951,521,Acknowledged,2,2025-04-08T04:17:06Z,20250408,11,75.0,Transição sintética para Acknowledged.
2952,521,Triaged,3,2025-04-08T05:20:06Z,20250408,11,63.0,Transição sintética para Triaged.
2953,521,Contained,4,2025-04-08T06:28:06Z,20250408,11,68.0,Transição sintética para Contained.
2954,521,Resolved,5,2025-04-08T08:05:06Z,20250408,11,97.0,Transição sintética para Resolved.
2955,521,Closed,6,2025-04-08T11:22:06Z,20250408,11,197.0,Transição sintética para Closed.
2956,522,Created,1,2026-02-12T21:29:24Z,20260212,2,,Transição sintética para Created.
2957,522,Acknowledged,2,2026-02-12T22:32:24Z,20260212,2,63.0,Transição sintética para Acknowledged.
2958,522,Triaged,3,2026-02-12T22:54:24Z,20260212,2,22.0,Transição sintética para Triaged.
2959,522,Contained,4,2026-02-13T00:14:24Z,20260213,2,80.0,Transição sintética para Contained.
2960,522,Resolved,5,2026-02-13T02:38:24Z,20260213,2,144.0,Transição sintética para Resolved.
2961,522,Closed,6,2026-02-13T03:41:24Z,20260213,2,63.0,Transição sintética para Closed.
2962,523,Created,1,2025-02-25T15:48:08Z,20250225,16,,Transição sintética para Created.
2963,523,Acknowledged,2,2025-02-25T15:59:08Z,20250225,16,11.0,Transição sintética para Acknowledged.
2964,523,Triaged,3,2025-02-25T16:21:08Z,20250225,16,22.0,Transição sintética para Triaged.
2965,523,Contained,4,2025-02-25T18:21:08Z,20250225,16,120.0,Transição sintética para Contained.
2966,523,Resolved,5,2025-02-26T00:03:08Z,20250226,16,342.0,Transição sintética para Resolved.
2967,523,Closed,6,2025-02-26T10:02:08Z,20250226,16,599.0,Transição sintética para Closed.
2968,524,Created,1,2026-06-26T16:31:42Z,20260626,8,,Transição sintética para Created.
2969,524,Acknowledged,2,2026-06-26T19:08:42Z,20260626,8,157.0,Transição sintética para Acknowledged.
2970,524,Triaged,3,2026-06-26T19:15:42Z,20260626,8,7.0,Transição sintética para Triaged.
2971,524,Contained,4,2026-06-26T19:28:42Z,20260626,8,13.0,Transição sintética para Contained.
2972,524,Resolved,5,2026-06-26T21:42:42Z,20260626,8,134.0,Transição sintética para Resolved.
2973,524,Closed,6,2026-06-27T00:35:42Z,20260627,8,173.0,Transição sintética para Closed.
2974,525,Created,1,2026-05-16T13:32:50Z,20260516,17,,Transição sintética para Created.
2975,525,Acknowledged,2,2026-05-16T13:50:50Z,20260516,17,18.0,Transição sintética para Acknowledged.
2976,525,Triaged,3,2026-05-16T14:01:50Z,20260516,17,11.0,Transição sintética para Triaged.
2977,525,Contained,4,2026-05-16T14:49:50Z,20260516,17,48.0,Transição sintética para Contained.
2978,525,Resolved,5,2026-05-16T18:32:50Z,20260516,17,223.0,Transição sintética para Resolved.
2979,525,Closed,6,2026-05-17T00:28:50Z,20260517,17,356.0,Transição sintética para Closed.
2980,526,Created,1,2025-02-18T08:46:04Z,20250218,11,,Transição sintética para Created.
2981,526,Acknowledged,2,2025-02-18T09:37:04Z,20250218,11,51.0,Transição sintética para Acknowledged.
2982,526,Triaged,3,2025-02-18T10:00:04Z,20250218,11,23.0,Transição sintética para Triaged.
2983,526,Contained,4,2025-02-18T12:48:04Z,20250218,11,168.0,Transição sintética para Contained.
2984,526,Resolved,5,2025-02-18T21:13:04Z,20250218,11,505.0,Transição sintética para Resolved.
2985,526,Closed,6,2025-02-19T08:17:04Z,20250219,11,664.0,Transição sintética para Closed.
2986,527,Created,1,2025-03-15T09:28:58Z,20250315,4,,Transição sintética para Created.
2987,527,Acknowledged,2,2025-03-15T09:53:58Z,20250315,4,25.0,Transição sintética para Acknowledged.
2988,527,Triaged,3,2025-03-15T10:32:58Z,20250315,4,39.0,Transição sintética para Triaged.
2989,527,Contained,4,2025-03-15T10:55:58Z,20250315,4,23.0,Transição sintética para Contained.
2990,527,Resolved,5,2025-03-15T13:43:58Z,20250315,4,168.0,Transição sintética para Resolved.
2991,527,Closed,6,2025-03-15T19:03:58Z,20250315,4,320.0,Transição sintética para Closed.
2992,528,Created,1,2025-04-08T17:16:14Z,20250408,15,,Transição sintética para Created.
2993,528,Acknowledged,2,2025-04-08T17:23:14Z,20250408,15,7.0,Transição sintética para Acknowledged.
2994,528,Triaged,3,2025-04-08T17:42:14Z,20250408,15,19.0,Transição sintética para Triaged.
2995,528,Contained,4,2025-04-08T20:32:14Z,20250408,15,170.0,Transição sintética para Contained.
2996,528,Resolved,5,2025-04-09T01:53:14Z,20250409,15,321.0,Transição sintética para Resolved.
2997,528,Closed,6,2025-04-09T09:56:14Z,20250409,15,483.0,Transição sintética para Closed.
2998,529,Created,1,2025-07-26T11:23:05Z,20250726,8,,Transição sintética para Created.
2999,529,Acknowledged,2,2025-07-26T11:38:05Z,20250726,8,15.0,Transição sintética para Acknowledged.
3000,529,Triaged,3,2025-07-26T12:00:05Z,20250726,8,22.0,Transição sintética para Triaged.
3001,529,Contained,4,2025-07-26T13:36:05Z,20250726,8,96.0,Transição sintética para Contained.
3002,529,Resolved,5,2025-07-26T17:44:05Z,20250726,8,248.0,Transição sintética para Resolved.
3003,529,Closed,6,2025-07-26T18:43:05Z,20250726,8,59.0,Transição sintética para Closed.
3004,530,Created,1,2025-07-20T15:24:24Z,20250720,2,,Transição sintética para Created.
3005,530,Acknowledged,2,2025-07-20T15:31:24Z,20250720,2,7.0,Transição sintética para Acknowledged.
3006,530,Triaged,3,2025-07-20T15:43:24Z,20250720,2,12.0,Transição sintética para Triaged.
3007,530,Contained,4,2025-07-20T16:14:24Z,20250720,2,31.0,Transição sintética para Contained.
3008,530,Resolved,5,2025-07-20T22:17:24Z,20250720,2,363.0,Transição sintética para Resolved.
3009,530,Closed,6,2025-07-21T07:07:24Z,20250721,2,530.0,Transição sintética para Closed.
3010,531,Created,1,2026-04-21T22:11:41Z,20260421,12,,Transição sintética para Created.
3011,531,Acknowledged,2,2026-04-21T22:42:41Z,20260421,12,31.0,Transição sintética para Acknowledged.
3012,531,Triaged,3,2026-04-21T23:00:41Z,20260421,12,18.0,Transição sintética para Triaged.
3013,531,Contained,4,2026-04-21T23:46:41Z,20260421,12,46.0,Transição sintética para Contained.
3014,531,Resolved,5,2026-04-22T04:32:41Z,20260422,12,286.0,Transição sintética para Resolved.
3015,531,Closed,6,2026-04-22T15:42:41Z,20260422,12,670.0,Transição sintética para Closed.
3016,532,Created,1,2025-08-16T16:48:05Z,20250816,4,,Transição sintética para Created.
3017,532,Acknowledged,2,2025-08-16T17:42:05Z,20250816,4,54.0,Transição sintética para Acknowledged.
3018,532,Triaged,3,2025-08-16T17:58:05Z,20250816,4,16.0,Transição sintética para Triaged.
3019,532,Contained,4,2025-08-16T20:39:05Z,20250816,4,161.0,Transição sintética para Contained.
3020,532,Resolved,5,2025-08-16T23:27:05Z,20250816,4,168.0,Transição sintética para Resolved.
3021,532,Closed,6,2025-08-17T06:19:05Z,20250817,4,412.0,Transição sintética para Closed.
3022,533,Created,1,2026-07-17T16:41:05Z,20260717,16,,Transição sintética para Created.
3023,533,Acknowledged,2,2026-07-17T16:50:05Z,20260717,16,9.0,Transição sintética para Acknowledged.
3024,533,Triaged,3,2026-07-17T17:11:05Z,20260717,16,21.0,Transição sintética para Triaged.
3025,533,Contained,4,2026-07-17T17:33:05Z,20260717,16,22.0,Transição sintética para Contained.
3026,533,Resolved,5,2026-07-18T01:44:05Z,20260718,16,491.0,Transição sintética para Resolved.
3027,533,Closed,6,2026-07-18T02:15:05Z,20260718,16,31.0,Transição sintética para Closed.
3028,534,Created,1,2025-07-09T10:23:07Z,20250709,8,,Transição sintética para Created.
3029,534,Acknowledged,2,2025-07-09T10:42:07Z,20250709,8,19.0,Transição sintética para Acknowledged.
3030,534,Triaged,3,2025-07-09T11:10:07Z,20250709,8,28.0,Transição sintética para Triaged.
3031,534,Contained,4,2025-07-09T11:32:07Z,20250709,8,22.0,Transição sintética para Contained.
3032,534,Resolved,5,2025-07-09T14:40:07Z,20250709,8,188.0,Transição sintética para Resolved.
3033,534,Closed,6,2025-07-09T21:12:07Z,20250709,8,392.0,Transição sintética para Closed.
3034,535,Created,1,2026-01-28T10:50:27Z,20260128,4,,Transição sintética para Created.
3035,535,Acknowledged,2,2026-01-28T10:54:27Z,20260128,4,4.0,Transição sintética para Acknowledged.
3036,535,Triaged,3,2026-01-28T12:09:27Z,20260128,4,75.0,Transição sintética para Triaged.
3037,535,Contained,4,2026-01-28T15:32:27Z,20260128,4,203.0,Transição sintética para Contained.
3038,535,Resolved,5,2026-01-28T16:54:27Z,20260128,4,82.0,Transição sintética para Resolved.
3039,535,Closed,6,2026-01-29T02:52:27Z,20260129,4,598.0,Transição sintética para Closed.
3040,536,Created,1,2026-07-31T12:11:04Z,20260731,13,,Transição sintética para Created.
3041,536,Acknowledged,2,2026-07-31T12:25:04Z,20260731,13,14.0,Transição sintética para Acknowledged.
3042,536,Triaged,3,2026-07-31T12:58:04Z,20260731,13,33.0,Transição sintética para Triaged.
3043,536,Contained,4,2026-07-31T14:16:04Z,20260731,13,78.0,Transição sintética para Contained.
3044,537,Created,1,2025-10-02T13:45:19Z,20251002,8,,Transição sintética para Created.
3045,537,Acknowledged,2,2025-10-02T14:09:19Z,20251002,8,24.0,Transição sintética para Acknowledged.
3046,537,Triaged,3,2025-10-02T14:17:19Z,20251002,8,8.0,Transição sintética para Triaged.
3047,537,Contained,4,2025-10-02T14:28:19Z,20251002,8,11.0,Transição sintética para Contained.
3048,537,Resolved,5,2025-10-02T18:22:19Z,20251002,8,234.0,Transição sintética para Resolved.
3049,537,Closed,6,2025-10-03T01:32:19Z,20251003,8,430.0,Transição sintética para Closed.
3050,538,Created,1,2025-03-31T12:22:59Z,20250331,16,,Transição sintética para Created.
3051,538,Acknowledged,2,2025-03-31T12:41:59Z,20250331,16,19.0,Transição sintética para Acknowledged.
3052,538,Triaged,3,2025-03-31T12:51:59Z,20250331,16,10.0,Transição sintética para Triaged.
3053,538,Contained,4,2025-03-31T15:24:59Z,20250331,16,153.0,Transição sintética para Contained.
3054,538,Resolved,5,2025-03-31T16:00:59Z,20250331,16,36.0,Transição sintética para Resolved.
3055,538,Closed,6,2025-04-01T02:08:59Z,20250401,16,608.0,Transição sintética para Closed.
3056,539,Created,1,2025-05-05T09:58:25Z,20250505,11,,Transição sintética para Created.
3057,539,Acknowledged,2,2025-05-05T10:03:25Z,20250505,11,5.0,Transição sintética para Acknowledged.
3058,539,Triaged,3,2025-05-05T10:34:25Z,20250505,11,31.0,Transição sintética para Triaged.
3059,539,Contained,4,2025-05-05T11:00:25Z,20250505,11,26.0,Transição sintética para Contained.
3060,539,Resolved,5,2025-05-05T12:15:25Z,20250505,11,75.0,Transição sintética para Resolved.
3061,539,Closed,6,2025-05-05T16:47:25Z,20250505,11,272.0,Transição sintética para Closed.
3062,540,Created,1,2025-03-08T07:49:54Z,20250308,3,,Transição sintética para Created.
3063,540,Acknowledged,2,2025-03-08T09:06:54Z,20250308,3,77.0,Transição sintética para Acknowledged.
3064,540,Triaged,3,2025-03-08T09:22:54Z,20250308,3,16.0,Transição sintética para Triaged.
3065,540,Contained,4,2025-03-08T14:30:54Z,20250308,3,308.0,Transição sintética para Contained.
3066,541,Created,1,2025-07-09T18:39:10Z,20250709,14,,Transição sintética para Created.
3067,541,Acknowledged,2,2025-07-09T19:12:10Z,20250709,14,33.0,Transição sintética para Acknowledged.
3068,541,Triaged,3,2025-07-09T19:49:10Z,20250709,14,37.0,Transição sintética para Triaged.
3069,541,Contained,4,2025-07-09T20:15:10Z,20250709,14,26.0,Transição sintética para Contained.
3070,541,Resolved,5,2025-07-09T21:19:10Z,20250709,14,64.0,Transição sintética para Resolved.
3071,541,Closed,6,2025-07-10T02:43:10Z,20250710,14,324.0,Transição sintética para Closed.
3072,542,Created,1,2025-11-07T07:23:21Z,20251107,7,,Transição sintética para Created.
3073,542,Acknowledged,2,2025-11-07T07:52:21Z,20251107,7,29.0,Transição sintética para Acknowledged.
3074,542,Triaged,3,2025-11-07T08:11:21Z,20251107,7,19.0,Transição sintética para Triaged.
3075,542,Contained,4,2025-11-07T09:13:21Z,20251107,7,62.0,Transição sintética para Contained.
3076,542,Resolved,5,2025-11-07T10:23:21Z,20251107,7,70.0,Transição sintética para Resolved.
3077,542,Closed,6,2025-11-07T21:44:21Z,20251107,7,681.0,Transição sintética para Closed.
3078,543,Created,1,2025-06-25T18:21:43Z,20250625,2,,Transição sintética para Created.
3079,543,Acknowledged,2,2025-06-25T18:48:43Z,20250625,2,27.0,Transição sintética para Acknowledged.
3080,543,Triaged,3,2025-06-25T19:12:43Z,20250625,2,24.0,Transição sintética para Triaged.
3081,543,Contained,4,2025-06-25T20:05:43Z,20250625,2,53.0,Transição sintética para Contained.
3082,543,Resolved,5,2025-06-25T22:14:43Z,20250625,2,129.0,Transição sintética para Resolved.
3083,543,Closed,6,2025-06-25T22:47:43Z,20250625,2,33.0,Transição sintética para Closed.
3084,544,Created,1,2026-07-01T19:56:00Z,20260701,11,,Transição sintética para Created.
3085,545,Created,1,2026-01-26T01:09:02Z,20260126,3,,Transição sintética para Created.
3086,545,Acknowledged,2,2026-01-26T01:30:02Z,20260126,3,21.0,Transição sintética para Acknowledged.
3087,545,Triaged,3,2026-01-26T01:40:02Z,20260126,3,10.0,Transição sintética para Triaged.
3088,545,Contained,4,2026-01-26T03:31:02Z,20260126,3,111.0,Transição sintética para Contained.
3089,545,Resolved,5,2026-01-26T18:52:02Z,20260126,3,921.0,Transição sintética para Resolved.
3090,545,Closed,6,2026-01-26T20:56:02Z,20260126,3,124.0,Transição sintética para Closed.
3091,546,Created,1,2026-05-22T12:56:27Z,20260522,15,,Transição sintética para Created.
3092,546,Acknowledged,2,2026-05-22T13:31:27Z,20260522,15,35.0,Transição sintética para Acknowledged.
3093,546,Triaged,3,2026-05-22T14:01:27Z,20260522,15,30.0,Transição sintética para Triaged.
3094,546,Contained,4,2026-05-22T15:04:27Z,20260522,15,63.0,Transição sintética para Contained.
3095,546,Resolved,5,2026-05-22T18:28:27Z,20260522,15,204.0,Transição sintética para Resolved.
3096,547,Created,1,2026-05-07T01:37:20Z,20260507,7,,Transição sintética para Created.
3097,547,Acknowledged,2,2026-05-07T01:56:20Z,20260507,7,19.0,Transição sintética para Acknowledged.
3098,547,Triaged,3,2026-05-07T02:22:20Z,20260507,7,26.0,Transição sintética para Triaged.
3099,547,Contained,4,2026-05-07T07:37:20Z,20260507,7,315.0,Transição sintética para Contained.
3100,547,Resolved,5,2026-05-07T13:01:20Z,20260507,7,324.0,Transição sintética para Resolved.
3101,547,Closed,6,2026-05-07T19:49:20Z,20260507,7,408.0,Transição sintética para Closed.
3102,548,Created,1,2025-11-02T15:30:20Z,20251102,2,,Transição sintética para Created.
3103,548,Acknowledged,2,2025-11-02T15:50:20Z,20251102,2,20.0,Transição sintética para Acknowledged.
3104,548,Triaged,3,2025-11-02T16:13:20Z,20251102,2,23.0,Transição sintética para Triaged.
3105,548,Contained,4,2025-11-02T16:32:20Z,20251102,2,19.0,Transição sintética para Contained.
3106,548,Resolved,5,2025-11-02T17:08:20Z,20251102,2,36.0,Transição sintética para Resolved.
3107,548,Closed,6,2025-11-02T22:14:20Z,20251102,2,306.0,Transição sintética para Closed.
3108,549,Created,1,2025-10-09T20:19:28Z,20251009,11,,Transição sintética para Created.
3109,549,Acknowledged,2,2025-10-09T20:27:28Z,20251009,11,8.0,Transição sintética para Acknowledged.
3110,549,Triaged,3,2025-10-09T21:10:28Z,20251009,11,43.0,Transição sintética para Triaged.
3111,549,Contained,4,2025-10-09T22:12:28Z,20251009,11,62.0,Transição sintética para Contained.
3112,549,Resolved,5,2025-10-10T03:28:28Z,20251010,11,316.0,Transição sintética para Resolved.
3113,550,Created,1,2026-07-25T20:01:47Z,20260725,4,,Transição sintética para Created.
3114,550,Acknowledged,2,2026-07-25T20:26:47Z,20260725,4,25.0,Transição sintética para Acknowledged.
3115,550,Triaged,3,2026-07-25T20:45:47Z,20260725,4,19.0,Transição sintética para Triaged.
3116,551,Created,1,2025-03-30T23:55:25Z,20250330,16,,Transição sintética para Created.
3117,551,Acknowledged,2,2025-03-31T00:19:25Z,20250331,16,24.0,Transição sintética para Acknowledged.
3118,551,Triaged,3,2025-03-31T00:52:25Z,20250331,16,33.0,Transição sintética para Triaged.
3119,551,Contained,4,2025-03-31T03:30:25Z,20250331,16,158.0,Transição sintética para Contained.
3120,551,Resolved,5,2025-03-31T11:30:25Z,20250331,16,480.0,Transição sintética para Resolved.
3121,551,Closed,6,2025-03-31T23:28:25Z,20250331,16,718.0,Transição sintética para Closed.
3122,552,Created,1,2025-12-11T17:01:11Z,20251211,11,,Transição sintética para Created.
3123,552,Acknowledged,2,2025-12-11T17:21:11Z,20251211,11,20.0,Transição sintética para Acknowledged.
3124,552,Triaged,3,2025-12-11T17:31:11Z,20251211,11,10.0,Transição sintética para Triaged.
3125,552,Contained,4,2025-12-11T19:10:11Z,20251211,11,99.0,Transição sintética para Contained.
3126,552,Resolved,5,2025-12-11T19:40:11Z,20251211,11,30.0,Transição sintética para Resolved.
3127,553,Created,1,2026-05-30T16:14:23Z,20260530,1,,Transição sintética para Created.
3128,553,Acknowledged,2,2026-05-30T16:38:23Z,20260530,1,24.0,Transição sintética para Acknowledged.
3129,553,Triaged,3,2026-05-30T16:59:23Z,20260530,1,21.0,Transição sintética para Triaged.
3130,553,Contained,4,2026-05-30T18:13:23Z,20260530,1,74.0,Transição sintética para Contained.
3131,553,Resolved,5,2026-05-30T20:11:23Z,20260530,1,118.0,Transição sintética para Resolved.
3132,553,Closed,6,2026-05-30T22:58:23Z,20260530,1,167.0,Transição sintética para Closed.
3133,554,Created,1,2025-10-13T12:51:12Z,20251013,12,,Transição sintética para Created.
3134,554,Acknowledged,2,2025-10-13T13:16:12Z,20251013,12,25.0,Transição sintética para Acknowledged.
3135,554,Triaged,3,2025-10-13T13:34:12Z,20251013,12,18.0,Transição sintética para Triaged.
3136,554,Contained,4,2025-10-13T14:09:12Z,20251013,12,35.0,Transição sintética para Contained.
3137,554,Resolved,5,2025-10-13T17:11:12Z,20251013,12,182.0,Transição sintética para Resolved.
3138,554,Closed,6,2025-10-13T19:03:12Z,20251013,12,112.0,Transição sintética para Closed.
3139,555,Created,1,2025-02-19T17:24:05Z,20250219,5,,Transição sintética para Created.
3140,555,Acknowledged,2,2025-02-19T17:39:05Z,20250219,5,15.0,Transição sintética para Acknowledged.
3141,555,Triaged,3,2025-02-19T17:57:05Z,20250219,5,18.0,Transição sintética para Triaged.
3142,555,Contained,4,2025-02-19T20:42:05Z,20250219,5,165.0,Transição sintética para Contained.
3143,555,Resolved,5,2025-02-19T22:18:05Z,20250219,5,96.0,Transição sintética para Resolved.
3144,556,Created,1,2025-09-25T09:42:28Z,20250925,16,,Transição sintética para Created.
3145,556,Acknowledged,2,2025-09-25T10:19:28Z,20250925,16,37.0,Transição sintética para Acknowledged.
3146,556,Triaged,3,2025-09-25T10:40:28Z,20250925,16,21.0,Transição sintética para Triaged.
3147,556,Contained,4,2025-09-25T13:20:28Z,20250925,16,160.0,Transição sintética para Contained.
3148,556,Resolved,5,2025-09-25T14:49:28Z,20250925,16,89.0,Transição sintética para Resolved.
3149,556,Closed,6,2025-09-25T19:09:28Z,20250925,16,260.0,Transição sintética para Closed.
3150,557,Created,1,2025-05-29T10:46:16Z,20250529,9,,Transição sintética para Created.
3151,557,Acknowledged,2,2025-05-29T11:00:16Z,20250529,9,14.0,Transição sintética para Acknowledged.
3152,557,Triaged,3,2025-05-29T12:09:16Z,20250529,9,69.0,Transição sintética para Triaged.
3153,557,Contained,4,2025-05-29T13:39:16Z,20250529,9,90.0,Transição sintética para Contained.
3154,557,Resolved,5,2025-05-29T14:07:16Z,20250529,9,28.0,Transição sintética para Resolved.
3155,557,Closed,6,2025-05-29T14:40:16Z,20250529,9,33.0,Transição sintética para Closed.
3156,558,Created,1,2026-03-23T18:15:38Z,20260323,5,,Transição sintética para Created.
3157,558,Acknowledged,2,2026-03-23T18:29:38Z,20260323,5,14.0,Transição sintética para Acknowledged.
3158,558,Triaged,3,2026-03-23T19:01:38Z,20260323,5,32.0,Transição sintética para Triaged.
3159,558,Contained,4,2026-03-23T19:17:38Z,20260323,5,16.0,Transição sintética para Contained.
3160,558,Resolved,5,2026-03-24T00:45:38Z,20260324,5,328.0,Transição sintética para Resolved.
3161,558,Closed,6,2026-03-24T06:32:38Z,20260324,5,347.0,Transição sintética para Closed.
3162,559,Created,1,2025-03-14T06:35:16Z,20250314,14,,Transição sintética para Created.
3163,559,Acknowledged,2,2025-03-14T07:09:16Z,20250314,14,34.0,Transição sintética para Acknowledged.
3164,559,Triaged,3,2025-03-14T07:45:16Z,20250314,14,36.0,Transição sintética para Triaged.
3165,559,Contained,4,2025-03-14T08:23:16Z,20250314,14,38.0,Transição sintética para Contained.
3166,559,Resolved,5,2025-03-14T09:18:16Z,20250314,14,55.0,Transição sintética para Resolved.
3167,559,Closed,6,2025-03-14T18:50:16Z,20250314,14,572.0,Transição sintética para Closed.
3168,560,Created,1,2025-08-09T14:35:56Z,20250809,6,,Transição sintética para Created.
3169,560,Acknowledged,2,2025-08-09T14:43:56Z,20250809,6,8.0,Transição sintética para Acknowledged.
3170,560,Triaged,3,2025-08-09T15:01:56Z,20250809,6,18.0,Transição sintética para Triaged.
3171,560,Contained,4,2025-08-09T16:26:56Z,20250809,6,85.0,Transição sintética para Contained.
3172,560,Resolved,5,2025-08-09T17:27:56Z,20250809,6,61.0,Transição sintética para Resolved.
3173,560,Closed,6,2025-08-09T17:57:56Z,20250809,6,30.0,Transição sintética para Closed.
3174,561,Created,1,2025-02-20T09:28:04Z,20250220,18,,Transição sintética para Created.
3175,561,Acknowledged,2,2025-02-20T09:36:04Z,20250220,18,8.0,Transição sintética para Acknowledged.
3176,561,Triaged,3,2025-02-20T09:53:04Z,20250220,18,17.0,Transição sintética para Triaged.
3177,561,Contained,4,2025-02-20T12:36:04Z,20250220,18,163.0,Transição sintética para Contained.
3178,561,Resolved,5,2025-02-20T14:48:04Z,20250220,18,132.0,Transição sintética para Resolved.
3179,561,Closed,6,2025-02-21T00:05:04Z,20250221,18,557.0,Transição sintética para Closed.
3180,562,Created,1,2026-02-05T18:37:02Z,20260205,11,,Transição sintética para Created.
3181,562,Acknowledged,2,2026-02-05T19:35:02Z,20260205,11,58.0,Transição sintética para Acknowledged.
3182,562,Triaged,3,2026-02-05T19:57:02Z,20260205,11,22.0,Transição sintética para Triaged.
3183,563,Created,1,2026-03-22T08:17:52Z,20260322,3,,Transição sintética para Created.
3184,563,Acknowledged,2,2026-03-22T09:26:52Z,20260322,3,69.0,Transição sintética para Acknowledged.
3185,563,Triaged,3,2026-03-22T09:39:52Z,20260322,3,13.0,Transição sintética para Triaged.
3186,563,Contained,4,2026-03-22T10:41:52Z,20260322,3,62.0,Transição sintética para Contained.
3187,564,Created,1,2025-03-07T16:10:06Z,20250307,16,,Transição sintética para Created.
3188,564,Acknowledged,2,2025-03-07T16:26:06Z,20250307,16,16.0,Transição sintética para Acknowledged.
3189,564,Triaged,3,2025-03-07T16:41:06Z,20250307,16,15.0,Transição sintética para Triaged.
3190,565,Created,1,2026-02-08T13:25:48Z,20260208,8,,Transição sintética para Created.
3191,565,Acknowledged,2,2026-02-08T14:11:48Z,20260208,8,46.0,Transição sintética para Acknowledged.
3192,565,Triaged,3,2026-02-08T14:14:48Z,20260208,8,3.0,Transição sintética para Triaged.
3193,565,Contained,4,2026-02-08T14:39:48Z,20260208,8,25.0,Transição sintética para Contained.
3194,565,Resolved,5,2026-02-08T15:05:48Z,20260208,8,26.0,Transição sintética para Resolved.
3195,565,Closed,6,2026-02-08T16:07:48Z,20260208,8,62.0,Transição sintética para Closed.
3196,566,Created,1,2026-06-11T08:55:02Z,20260611,1,,Transição sintética para Created.
3197,566,Acknowledged,2,2026-06-11T11:42:02Z,20260611,1,167.0,Transição sintética para Acknowledged.
3198,566,Triaged,3,2026-06-11T11:50:02Z,20260611,1,8.0,Transição sintética para Triaged.
3199,566,Contained,4,2026-06-11T15:49:02Z,20260611,1,239.0,Transição sintética para Contained.
3200,566,Resolved,5,2026-06-11T19:15:02Z,20260611,1,206.0,Transição sintética para Resolved.
3201,566,Closed,6,2026-06-11T22:43:02Z,20260611,1,208.0,Transição sintética para Closed.
3202,567,Created,1,2025-04-18T08:15:43Z,20250418,11,,Transição sintética para Created.
