SLAFactKey,IncidentKey,SLAKey,AcknowledgeTargetMinutes,AcknowledgeActualMinutes,AcknowledgeMet,ContainTargetMinutes,ContainActualMinutes,ContainMet,ResolveTargetMinutes,ResolveActualMinutes,ResolveMet,OverallMet
787,787,2,120,15.0,True,720,322.0,True,2880,353.0,True,True
788,788,2,120,17.0,True,720,249.0,True,2880,296.0,True,True
789,789,1,240,48.0,True,1440,270.0,True,4320,459.0,True,True
790,790,1,240,28.0,True,1440,147.0,True,4320,734.0,True,True
791,791,1,240,26.0,True,1440,150.0,True,4320,1197.0,True,True
792,792,3,60,4.0,True,360,195.0,True,1440,231.0,True,True
793,793,1,240,6.0,True,1440,250.0,True,4320,414.0,True,True
794,794,1,240,13.0,True,1440,117.0,True,4320,164.0,True,True
795,795,3,60,15.0,True,360,164.0,True,1440,679.0,True,True
796,796,2,120,16.0,True,720,114.0,True,2880,232.0,True,True
797,797,1,240,40.0,True,1440,90.0,True,4320,210.0,True,True
798,798,2,120,8.0,True,720,54.0,True,2880,702.0,True,True
799,799,2,120,29.0,True,720,174.0,True,2880,262.0,True,True
800,800,3,60,21.0,True,360,1516.0,False,1440,,False,False
801,801,1,240,27.0,True,1440,180.0,True,4320,250.0,True,True
802,802,1,240,23.0,True,1440,84.0,True,4320,338.0,True,True
803,803,1,240,34.0,True,1440,431.0,True,4320,1420.0,True,True
804,804,2,120,30.0,True,720,206.0,True,2880,265.0,True,True
805,805,1,240,8.0,True,1440,54.0,True,4320,209.0,True,True
806,806,2,120,27.0,True,720,77.0,True,2880,273.0,True,True
807,807,1,240,40.0,True,1440,75.0,True,4320,271.0,True,True
808,808,1,240,30.0,True,1440,144.0,True,4320,315.0,True,True
809,809,2,120,9.0,True,720,81.0,True,2880,236.0,True,True
810,810,4,30,29.0,True,180,143.0,True,720,333.0,True,True
811,811,2,120,13.0,True,720,60.0,True,2880,260.0,True,True
812,812,2,120,30.0,True,720,96.0,True,2880,449.0,True,True
813,813,1,240,69.0,True,1440,136.0,True,4320,417.0,True,True
814,814,1,240,8.0,True,1440,95.0,True,4320,474.0,True,True
815,815,1,240,10.0,True,1440,248.0,True,4320,585.0,True,True
816,816,3,60,24.0,True,360,71.0,True,1440,107.0,True,True
817,817,1,240,35.0,True,1440,90.0,True,4320,449.0,True,True
818,818,1,240,12.0,True,1440,115.0,True,4320,152.0,True,True
819,819,3,60,20.0,True,360,97.0,True,1440,227.0,True,True
820,820,4,30,6.0,True,180,,False,720,,False,False
821,821,3,60,26.0,True,360,119.0,True,1440,276.0,True,True
822,822,2,120,90.0,True,720,184.0,True,2880,411.0,True,True
823,823,3,60,30.0,True,360,60.0,True,1440,311.0,True,True
824,824,1,240,14.0,True,1440,194.0,True,4320,775.0,True,True
825,825,1,240,14.0,True,1440,194.0,True,4320,365.0,True,True
826,826,1,240,25.0,True,1440,151.0,True,4320,239.0,True,True
827,827,2,120,27.0,True,720,141.0,True,2880,562.0,True,True
828,828,1,240,39.0,True,1440,167.0,True,4320,238.0,True,True
829,829,1,240,25.0,True,1440,413.0,True,4320,1447.0,True,True
830,830,3,60,17.0,True,360,191.0,True,1440,232.0,True,True
831,831,1,240,17.0,True,1440,200.0,True,4320,391.0,True,True
832,832,3,60,5.0,True,360,81.0,True,1440,392.0,True,True
833,833,2,120,48.0,True,720,94.0,True,2880,429.0,True,True
834,834,2,120,9.0,True,720,69.0,True,2880,178.0,True,True
835,835,3,60,4.0,True,360,134.0,True,1440,248.0,True,True
836,836,2,120,5.0,True,720,144.0,True,2880,466.0,True,True
837,837,3,60,63.0,False,360,158.0,True,1440,258.0,True,False
838,838,1,240,21.0,True,1440,148.0,True,4320,288.0,True,True
839,839,3,60,9.0,True,360,80.0,True,1440,219.0,True,True
840,840,1,240,11.0,True,1440,133.0,True,4320,236.0,True,True
841,841,2,120,12.0,True,720,96.0,True,2880,1459.0,True,True
842,842,1,240,44.0,True,1440,,False,4320,,False,False
843,843,1,240,21.0,True,1440,329.0,True,4320,803.0,True,True
844,844,2,120,6.0,True,720,109.0,True,2880,618.0,True,True
845,845,1,240,13.0,True,1440,84.0,True,4320,181.0,True,True
846,846,2,120,29.0,True,720,194.0,True,2880,285.0,True,True
847,847,1,240,17.0,True,1440,75.0,True,4320,342.0,True,True
848,848,3,60,30.0,True,360,87.0,True,1440,204.0,True,True
849,849,2,120,11.0,True,720,67.0,True,2880,178.0,True,True
850,850,3,60,11.0,True,360,114.0,True,1440,209.0,True,True
851,851,2,120,7.0,True,720,89.0,True,2880,279.0,True,True
852,852,2,120,23.0,True,720,288.0,True,2880,359.0,True,True
853,853,4,30,8.0,True,180,206.0,False,720,426.0,True,False
854,854,2,120,34.0,True,720,83.0,True,2880,154.0,True,True
855,855,2,120,10.0,True,720,128.0,True,2880,180.0,True,True
856,856,1,240,33.0,True,1440,148.0,True,4320,360.0,True,True
857,857,2,120,21.0,True,720,790.0,False,2880,885.0,True,False
858,858,3,60,77.0,False,360,199.0,True,1440,258.0,True,False
859,859,2,120,7.0,True,720,130.0,True,2880,173.0,True,True
860,860,1,240,10.0,True,1440,81.0,True,4320,136.0,True,True
861,861,1,240,35.0,True,1440,127.0,True,4320,539.0,True,True
862,862,3,60,9.0,True,360,,False,1440,,False,False
863,863,1,240,20.0,True,1440,113.0,True,4320,332.0,True,True
864,864,1,240,13.0,True,1440,636.0,True,4320,,False,False
865,865,2,120,15.0,True,720,52.0,True,2880,211.0,True,True
866,866,1,240,29.0,True,1440,117.0,True,4320,333.0,True,True
867,867,2,120,17.0,True,720,173.0,True,2880,285.0,True,True
868,868,2,120,9.0,True,720,195.0,True,2880,396.0,True,True
869,869,1,240,26.0,True,1440,115.0,True,4320,625.0,True,True
870,870,1,240,127.0,True,1440,372.0,True,4320,958.0,True,True
871,871,1,240,9.0,True,1440,68.0,True,4320,142.0,True,True
872,872,2,120,77.0,True,720,163.0,True,2880,577.0,True,True
873,873,3,60,26.0,True,360,86.0,True,1440,151.0,True,True
874,874,2,120,8.0,True,720,43.0,True,2880,174.0,True,True
875,875,1,240,20.0,True,1440,137.0,True,4320,222.0,True,True
876,876,3,60,12.0,True,360,173.0,True,1440,330.0,True,True
877,877,2,120,35.0,True,720,118.0,True,2880,284.0,True,True
878,878,2,120,12.0,True,720,201.0,True,2880,640.0,True,True
879,879,2,120,62.0,True,720,239.0,True,2880,1000.0,True,True
880,880,3,60,32.0,True,360,135.0,True,1440,219.0,True,True
881,881,2,120,18.0,True,720,124.0,True,2880,1132.0,True,True
882,882,3,60,125.0,False,360,236.0,True,1440,317.0,True,False
883,883,2,120,15.0,True,720,219.0,True,2880,352.0,True,True
884,884,2,120,22.0,True,720,104.0,True,2880,256.0,True,True
885,885,1,240,46.0,True,1440,303.0,True,4320,393.0,True,True
886,886,4,30,3.0,True,180,80.0,True,720,111.0,True,True
887,887,1,240,12.0,True,1440,58.0,True,4320,948.0,True,True
888,888,5,15,2.0,True,60,122.0,False,240,362.0,False,False
889,889,4,30,22.0,True,180,107.0,True,720,465.0,True,True
890,890,2,120,21.0,True,720,143.0,True,2880,212.0,True,True
891,891,2,120,4.0,True,720,152.0,True,2880,329.0,True,True
892,892,1,240,8.0,True,1440,358.0,True,4320,518.0,True,True
893,893,3,60,23.0,True,360,324.0,True,1440,747.0,True,True
894,894,1,240,11.0,True,1440,108.0,True,4320,442.0,True,True
895,895,2,120,9.0,True,720,,False,2880,,False,False
896,896,1,240,18.0,True,1440,487.0,True,4320,559.0,True,True
897,897,3,60,51.0,True,360,149.0,True,1440,521.0,True,True
898,898,2,120,2.0,True,720,60.0,True,2880,1016.0,True,True
899,899,3,60,10.0,True,360,85.0,True,1440,165.0,True,True
900,900,3,60,23.0,True,360,179.0,True,1440,636.0,True,True
901,901,4,30,25.0,True,180,125.0,True,720,212.0,True,True
902,902,2,120,13.0,True,720,,False,2880,,False,False
903,903,2,120,12.0,True,720,106.0,True,2880,313.0,True,True
904,904,4,30,54.0,False,180,94.0,True,720,544.0,True,False
905,905,2,120,11.0,True,720,137.0,True,2880,478.0,True,True
906,906,3,60,28.0,True,360,,False,1440,,False,False
907,907,1,240,17.0,True,1440,92.0,True,4320,603.0,True,True
908,908,2,120,24.0,True,720,170.0,True,2880,193.0,True,True
909,909,3,60,9.0,True,360,74.0,True,1440,115.0,True,True
910,910,1,240,45.0,True,1440,86.0,True,4320,198.0,True,True
911,911,2,120,14.0,True,720,87.0,True,2880,763.0,True,True
912,912,5,15,3.0,True,60,88.0,False,240,178.0,True,False
913,913,2,120,56.0,True,720,279.0,True,2880,690.0,True,True
914,914,1,240,22.0,True,1440,126.0,True,4320,793.0,True,True
915,915,1,240,49.0,True,1440,88.0,True,4320,143.0,True,True
916,916,1,240,13.0,True,1440,212.0,True,4320,437.0,True,True
917,917,4,30,25.0,True,180,97.0,True,720,225.0,True,True
918,918,1,240,,False,1440,,False,4320,,False,False
919,919,1,240,13.0,True,1440,234.0,True,4320,589.0,True,True
920,920,2,120,22.0,True,720,369.0,True,2880,554.0,True,True
921,921,2,120,12.0,True,720,134.0,True,2880,1241.0,True,True
922,922,3,60,37.0,True,360,125.0,True,1440,209.0,True,True
923,923,1,240,8.0,True,1440,97.0,True,4320,173.0,True,True
924,924,2,120,52.0,True,720,207.0,True,2880,298.0,True,True
925,925,3,60,15.0,True,360,66.0,True,1440,85.0,True,True
926,926,2,120,17.0,True,720,82.0,True,2880,204.0,True,True
927,927,1,240,35.0,True,1440,75.0,True,4320,140.0,True,True
928,928,5,15,6.0,True,60,90.0,False,240,122.0,True,False
929,929,3,60,25.0,True,360,219.0,True,1440,358.0,True,True
930,930,2,120,8.0,True,720,46.0,True,2880,992.0,True,True
931,931,1,240,19.0,True,1440,293.0,True,4320,915.0,True,True
932,932,2,120,11.0,True,720,94.0,True,2880,437.0,True,True
933,933,1,240,25.0,True,1440,142.0,True,4320,693.0,True,True
934,934,1,240,32.0,True,1440,143.0,True,4320,211.0,True,True
935,935,3,60,28.0,True,360,149.0,True,1440,,False,False
936,936,1,240,36.0,True,1440,227.0,True,4320,633.0,True,True
937,937,1,240,14.0,True,1440,285.0,True,4320,1119.0,True,True
938,938,1,240,66.0,True,1440,179.0,True,4320,324.0,True,True
939,939,1,240,45.0,True,1440,112.0,True,4320,414.0,True,True
940,940,2,120,7.0,True,720,83.0,True,2880,106.0,True,True
941,941,3,60,20.0,True,360,198.0,True,1440,287.0,True,True
942,942,1,240,24.0,True,1440,188.0,True,4320,580.0,True,True
943,943,5,15,9.0,True,60,101.0,False,240,122.0,True,False
944,944,2,120,5.0,True,720,78.0,True,2880,543.0,True,True
945,945,2,120,27.0,True,720,136.0,True,2880,329.0,True,True
946,946,2,120,62.0,True,720,171.0,True,2880,570.0,True,True
947,947,1,240,16.0,True,1440,106.0,True,4320,332.0,True,True
948,948,3,60,67.0,False,360,160.0,True,1440,373.0,True,False
949,949,2,120,20.0,True,720,85.0,True,2880,254.0,True,True
950,950,2,120,30.0,True,720,539.0,True,2880,679.0,True,True
951,951,2,120,21.0,True,720,,False,2880,,False,False
952,952,1,240,56.0,True,1440,257.0,True,4320,846.0,True,True
953,953,3,60,19.0,True,360,260.0,True,1440,658.0,True,True
954,954,3,60,20.0,True,360,220.0,True,1440,275.0,True,True
955,955,4,30,3.0,True,180,125.0,True,720,208.0,True,True
956,956,2,120,19.0,True,720,105.0,True,2880,298.0,True,True
957,957,1,240,15.0,True,1440,71.0,True,4320,330.0,True,True
958,958,1,240,5.0,True,1440,34.0,True,4320,1199.0,True,True
959,959,1,240,11.0,True,1440,204.0,True,4320,698.0,True,True
960,960,1,240,12.0,True,1440,417.0,True,4320,926.0,True,True
961,961,1,240,60.0,True,1440,114.0,True,4320,661.0,True,True
962,962,1,240,13.0,True,1440,276.0,True,4320,344.0,True,True
963,963,1,240,36.0,True,1440,272.0,True,4320,743.0,True,True
964,964,1,240,15.0,True,1440,231.0,True,4320,1389.0,True,True
965,965,3,60,,False,360,,False,1440,,False,False
966,966,2,120,24.0,True,720,77.0,True,2880,210.0,True,True
967,967,1,240,20.0,True,1440,278.0,True,4320,608.0,True,True
968,968,1,240,6.0,True,1440,170.0,True,4320,300.0,True,True
969,969,2,120,,False,720,,False,2880,,False,False
970,970,1,240,40.0,True,1440,338.0,True,4320,941.0,True,True
971,971,3,60,18.0,True,360,332.0,True,1440,624.0,True,True
972,972,4,30,18.0,True,180,52.0,True,720,126.0,True,True
973,973,1,240,28.0,True,1440,235.0,True,4320,327.0,True,True
974,974,2,120,35.0,True,720,210.0,True,2880,357.0,True,True
975,975,1,240,,False,1440,,False,4320,,False,False
976,976,1,240,17.0,True,1440,158.0,True,4320,397.0,True,True
977,977,1,240,29.0,True,1440,428.0,True,4320,568.0,True,True
978,978,1,240,59.0,True,1440,333.0,True,4320,1135.0,True,True
979,979,3,60,57.0,True,360,141.0,True,1440,445.0,True,True
980,980,4,30,6.0,True,180,52.0,True,720,222.0,True,True
981,981,3,60,4.0,True,360,103.0,True,1440,220.0,True,True
982,982,1,240,5.0,True,1440,79.0,True,4320,107.0,True,True
983,983,3,60,3.0,True,360,34.0,True,1440,104.0,True,True
984,984,1,240,7.0,True,1440,454.0,True,4320,,False,False
985,985,1,240,36.0,True,1440,344.0,True,4320,848.0,True,True
986,986,1,240,5.0,True,1440,535.0,True,4320,810.0,True,True
987,987,1,240,18.0,True,1440,268.0,True,4320,476.0,True,True
988,988,1,240,7.0,True,1440,211.0,True,4320,273.0,True,True
989,989,3,60,12.0,True,360,142.0,True,1440,207.0,True,True
990,990,1,240,22.0,True,1440,154.0,True,4320,586.0,True,True
991,991,1,240,31.0,True,1440,56.0,True,4320,308.0,True,True
992,992,1,240,87.0,True,1440,,False,4320,,False,False
993,993,1,240,20.0,True,1440,59.0,True,4320,99.0,True,True
994,994,2,120,4.0,True,720,131.0,True,2880,192.0,True,True
995,995,1,240,35.0,True,1440,204.0,True,4320,448.0,True,True
996,996,2,120,62.0,True,720,109.0,True,2880,,False,False
997,997,1,240,73.0,True,1440,457.0,True,4320,721.0,True,True
998,998,1,240,38.0,True,1440,120.0,True,4320,,False,False
999,999,1,240,11.0,True,1440,222.0,True,4320,380.0,True,True
1000,1000,1,240,80.0,True,1440,223.0,True,4320,353.0,True,True
1001,1001,2,120,23.0,True,720,136.0,True,2880,240.0,True,True
1002,1002,2,120,20.0,True,720,212.0,True,2880,419.0,True,True
1003,1003,5,15,23.0,False,60,49.0,True,240,104.0,True,False
1004,1004,2,120,14.0,True,720,200.0,True,2880,262.0,True,True
1005,1005,3,60,23.0,True,360,184.0,True,1440,782.0,True,True
1006,1006,1,240,13.0,True,1440,198.0,True,4320,259.0,True,True
1007,1007,1,240,14.0,True,1440,195.0,True,4320,1385.0,True,True
1008,1008,1,240,13.0,True,1440,232.0,True,4320,1213.0,True,True
1009,1009,2,120,24.0,True,720,135.0,True,2880,230.0,True,True
1010,1010,1,240,35.0,True,1440,88.0,True,4320,1747.0,True,True
1011,1011,1,240,32.0,True,1440,164.0,True,4320,,False,False
1012,1012,4,30,22.0,True,180,96.0,True,720,198.0,True,True
1013,1013,2,120,37.0,True,720,67.0,True,2880,229.0,True,True
1014,1014,3,60,61.0,False,360,176.0,True,1440,207.0,True,False
1015,1015,1,240,5.0,True,1440,184.0,True,4320,491.0,True,True
1016,1016,3,60,2.0,True,360,386.0,False,1440,407.0,True,False
1017,1017,2,120,10.0,True,720,179.0,True,2880,279.0,True,True
1018,1018,2,120,27.0,True,720,301.0,True,2880,453.0,True,True
1019,1019,4,30,11.0,True,180,96.0,True,720,318.0,True,True
1020,1020,3,60,12.0,True,360,145.0,True,1440,319.0,True,True
1021,1021,4,30,6.0,True,180,120.0,True,720,138.0,True,True
1022,1022,1,240,105.0,True,1440,,False,4320,,False,False
1023,1023,1,240,22.0,True,1440,105.0,True,4320,303.0,True,True
1024,1024,3,60,27.0,True,360,122.0,True,1440,538.0,True,True
1025,1025,1,240,74.0,True,1440,185.0,True,4320,392.0,True,True
1026,1026,1,240,28.0,True,1440,352.0,True,4320,440.0,True,True
1027,1027,4,30,40.0,False,180,70.0,True,720,103.0,True,False
1028,1028,1,240,15.0,True,1440,254.0,True,4320,561.0,True,True
1029,1029,1,240,117.0,True,1440,206.0,True,4320,942.0,True,True
1030,1030,3,60,25.0,True,360,117.0,True,1440,399.0,True,True
1031,1031,3,60,57.0,True,360,153.0,True,1440,251.0,True,True
1032,1032,3,60,28.0,True,360,77.0,True,1440,144.0,True,True
1033,1033,2,120,34.0,True,720,121.0,True,2880,1034.0,True,True
1034,1034,1,240,15.0,True,1440,531.0,True,4320,609.0,True,True
1035,1035,1,240,13.0,True,1440,127.0,True,4320,162.0,True,True
1036,1036,1,240,30.0,True,1440,99.0,True,4320,271.0,True,True
1037,1037,1,240,82.0,True,1440,206.0,True,4320,309.0,True,True
1038,1038,2,120,23.0,True,720,309.0,True,2880,588.0,True,True
1039,1039,3,60,20.0,True,360,49.0,True,1440,228.0,True,True
1040,1040,2,120,19.0,True,720,154.0,True,2880,241.0,True,True
1041,1041,2,120,27.0,True,720,96.0,True,2880,195.0,True,True
1042,1042,2,120,73.0,True,720,276.0,True,2880,469.0,True,True
1043,1043,2,120,13.0,True,720,310.0,True,2880,797.0,True,True
1044,1044,3,60,51.0,True,360,133.0,True,1440,324.0,True,True
1045,1045,1,240,23.0,True,1440,374.0,True,4320,490.0,True,True
1046,1046,1,240,24.0,True,1440,302.0,True,4320,418.0,True,True
1047,1047,2,120,14.0,True,720,72.0,True,2880,,False,False
1048,1048,1,240,30.0,True,1440,349.0,True,4320,485.0,True,True
1049,1049,1,240,31.0,True,1440,719.0,True,4320,1105.0,True,True
1050,1050,4,30,4.0,True,180,165.0,True,720,277.0,True,True
1051,1051,1,240,45.0,True,1440,244.0,True,4320,1796.0,True,True
1052,1052,2,120,19.0,True,720,52.0,True,2880,553.0,True,True
1053,1053,1,240,45.0,True,1440,450.0,True,4320,1260.0,True,True
1054,1054,4,30,19.0,True,180,386.0,False,720,,False,False
1055,1055,2,120,,False,720,,False,2880,,False,False
1056,1056,2,120,16.0,True,720,117.0,True,2880,163.0,True,True
1057,1057,2,120,15.0,True,720,107.0,True,2880,416.0,True,True
1058,1058,2,120,119.0,True,720,,False,2880,,False,False
1059,1059,1,240,47.0,True,1440,153.0,True,4320,296.0,True,True
1060,1060,2,120,43.0,True,720,125.0,True,2880,635.0,True,True
1061,1061,2,120,28.0,True,720,73.0,True,2880,626.0,True,True
1062,1062,3,60,8.0,True,360,124.0,True,1440,416.0,True,True
1063,1063,3,60,21.0,True,360,66.0,True,1440,202.0,True,True
1064,1064,2,120,32.0,True,720,82.0,True,2880,178.0,True,True
1065,1065,1,240,52.0,True,1440,205.0,True,4320,309.0,True,True
1066,1066,1,240,133.0,True,1440,236.0,True,4320,343.0,True,True
1067,1067,1,240,11.0,True,1440,86.0,True,4320,224.0,True,True
1068,1068,4,30,11.0,True,180,50.0,True,720,154.0,True,True
1069,1069,1,240,93.0,True,1440,437.0,True,4320,523.0,True,True
1070,1070,1,240,31.0,True,1440,346.0,True,4320,497.0,True,True
1071,1071,2,120,42.0,True,720,122.0,True,2880,346.0,True,True
1072,1072,2,120,13.0,True,720,88.0,True,2880,299.0,True,True
1073,1073,4,30,12.0,True,180,76.0,True,720,384.0,True,True
1074,1074,2,120,33.0,True,720,63.0,True,2880,196.0,True,True
1075,1075,3,60,21.0,True,360,165.0,True,1440,306.0,True,True
1076,1076,4,30,14.0,True,180,353.0,False,720,439.0,True,False
1077,1077,3,60,12.0,True,360,138.0,True,1440,371.0,True,True
1078,1078,2,120,19.0,True,720,81.0,True,2880,216.0,True,True
1079,1079,4,30,13.0,True,180,53.0,True,720,121.0,True,True
1080,1080,1,240,41.0,True,1440,177.0,True,4320,444.0,True,True
1081,1081,1,240,14.0,True,1440,39.0,True,4320,2175.0,True,True
1082,1082,2,120,24.0,True,720,92.0,True,2880,563.0,True,True
1083,1083,1,240,15.0,True,1440,129.0,True,4320,307.0,True,True
1084,1084,1,240,19.0,True,1440,56.0,True,4320,290.0,True,True
1085,1085,2,120,15.0,True,720,100.0,True,2880,149.0,True,True
1086,1086,1,240,43.0,True,1440,249.0,True,4320,408.0,True,True
1087,1087,3,60,4.0,True,360,513.0,False,1440,590.0,True,False
1088,1088,1,240,83.0,True,1440,141.0,True,4320,943.0,True,True
1089,1089,1,240,24.0,True,1440,76.0,True,4320,650.0,True,True
1090,1090,3,60,10.0,True,360,,False,1440,,False,False
1091,1091,3,60,18.0,True,360,104.0,True,1440,140.0,True,True
1092,1092,1,240,103.0,True,1440,170.0,True,4320,738.0,True,True
1093,1093,1,240,59.0,True,1440,279.0,True,4320,637.0,True,True
1094,1094,1,240,23.0,True,1440,156.0,True,4320,491.0,True,True
1095,1095,2,120,28.0,True,720,,False,2880,,False,False
1096,1096,3,60,7.0,True,360,65.0,True,1440,202.0,True,True
1097,1097,1,240,33.0,True,1440,337.0,True,4320,757.0,True,True
1098,1098,4,30,33.0,False,180,107.0,True,720,214.0,True,False
1099,1099,3,60,17.0,True,360,112.0,True,1440,309.0,True,True
1100,1100,1,240,36.0,True,1440,128.0,True,4320,474.0,True,True
1101,1101,2,120,17.0,True,720,86.0,True,2880,116.0,True,True
1102,1102,1,240,52.0,True,1440,210.0,True,4320,1213.0,True,True
1103,1103,4,30,13.0,True,180,59.0,True,720,108.0,True,True
1104,1104,1,240,12.0,True,1440,136.0,True,4320,1047.0,True,True
1105,1105,3,60,41.0,True,360,307.0,True,1440,330.0,True,True
1106,1106,1,240,74.0,True,1440,133.0,True,4320,522.0,True,True
1107,1107,4,30,17.0,True,180,144.0,True,720,337.0,True,True
1108,1108,2,120,5.0,True,720,254.0,True,2880,431.0,True,True
1109,1109,1,240,39.0,True,1440,267.0,True,4320,1028.0,True,True
1110,1110,2,120,38.0,True,720,70.0,True,2880,166.0,True,True
1111,1111,1,240,43.0,True,1440,207.0,True,4320,327.0,True,True
1112,1112,3,60,19.0,True,360,127.0,True,1440,175.0,True,True
1113,1113,2,120,35.0,True,720,133.0,True,2880,214.0,True,True
1114,1114,3,60,19.0,True,360,195.0,True,1440,282.0,True,True
1115,1115,1,240,24.0,True,1440,52.0,True,4320,293.0,True,True
1116,1116,2,120,14.0,True,720,225.0,True,2880,390.0,True,True
1117,1117,4,30,10.0,True,180,110.0,True,720,419.0,True,True
1118,1118,3,60,48.0,True,360,64.0,True,1440,157.0,True,True
1119,1119,3,60,13.0,True,360,,False,1440,,False,False
1120,1120,2,120,15.0,True,720,221.0,True,2880,311.0,True,True
1121,1121,4,30,49.0,False,180,115.0,True,720,195.0,True,False
1122,1122,1,240,8.0,True,1440,106.0,True,4320,211.0,True,True
1123,1123,1,240,18.0,True,1440,202.0,True,4320,1555.0,True,True
1124,1124,2,120,53.0,True,720,124.0,True,2880,177.0,True,True
1125,1125,2,120,31.0,True,720,98.0,True,2880,163.0,True,True
1126,1126,3,60,6.0,True,360,59.0,True,1440,415.0,True,True
1127,1127,3,60,15.0,True,360,139.0,True,1440,256.0,True,True
1128,1128,1,240,3.0,True,1440,96.0,True,4320,451.0,True,True
1129,1129,3,60,66.0,False,360,127.0,True,1440,194.0,True,False
1130,1130,1,240,8.0,True,1440,,False,4320,,False,False
1131,1131,4,30,11.0,True,180,67.0,True,720,161.0,True,True
1132,1132,3,60,31.0,True,360,145.0,True,1440,402.0,True,True
1133,1133,1,240,22.0,True,1440,145.0,True,4320,200.0,True,True
1134,1134,4,30,14.0,True,180,116.0,True,720,248.0,True,True
1135,1135,4,30,10.0,True,180,69.0,True,720,364.0,True,True
1136,1136,1,240,12.0,True,1440,112.0,True,4320,319.0,True,True
1137,1137,1,240,25.0,True,1440,94.0,True,4320,471.0,True,True
1138,1138,4,30,9.0,True,180,88.0,True,720,172.0,True,True
1139,1139,3,60,8.0,True,360,62.0,True,1440,283.0,True,True
1140,1140,1,240,35.0,True,1440,145.0,True,4320,349.0,True,True
1141,1141,1,240,9.0,True,1440,64.0,True,4320,651.0,True,True
1142,1142,3,60,21.0,True,360,110.0,True,1440,212.0,True,True
1143,1143,1,240,23.0,True,1440,60.0,True,4320,127.0,True,True
1144,1144,2,120,15.0,True,720,107.0,True,2880,372.0,True,True
1145,1145,3,60,29.0,True,360,131.0,True,1440,276.0,True,True
1146,1146,2,120,2.0,True,720,47.0,True,2880,262.0,True,True
1147,1147,1,240,26.0,True,1440,90.0,True,4320,425.0,True,True
1148,1148,3,60,11.0,True,360,204.0,True,1440,235.0,True,True
1149,1149,2,120,31.0,True,720,75.0,True,2880,422.0,True,True
1150,1150,3,60,26.0,True,360,189.0,True,1440,220.0,True,True
1151,1151,3,60,8.0,True,360,192.0,True,1440,206.0,True,True
1152,1152,3,60,8.0,True,360,187.0,True,1440,233.0,True,True
1153,1153,1,240,17.0,True,1440,218.0,True,4320,382.0,True,True
1154,1154,3,60,43.0,True,360,106.0,True,1440,526.0,True,True
1155,1155,4,30,26.0,True,180,180.0,True,720,492.0,True,True
1156,1156,2,120,27.0,True,720,274.0,True,2880,319.0,True,True
1157,1157,3,60,9.0,True,360,93.0,True,1440,283.0,True,True
1158,1158,2,120,31.0,True,720,135.0,True,2880,204.0,True,True
1159,1159,3,60,5.0,True,360,211.0,True,1440,317.0,True,True
1160,1160,2,120,9.0,True,720,117.0,True,2880,248.0,True,True
1161,1161,2,120,5.0,True,720,145.0,True,2880,440.0,True,True
1162,1162,3,60,37.0,True,360,77.0,True,1440,116.0,True,True
1163,1163,3,60,22.0,True,360,165.0,True,1440,428.0,True,True
1164,1164,1,240,13.0,True,1440,173.0,True,4320,392.0,True,True
1165,1165,1,240,23.0,True,1440,,False,4320,,False,False
1166,1166,5,15,6.0,True,60,167.0,False,240,1192.0,False,False
1167,1167,1,240,4.0,True,1440,,False,4320,,False,False
1168,1168,1,240,42.0,True,1440,158.0,True,4320,285.0,True,True
1169,1169,1,240,15.0,True,1440,169.0,True,4320,2910.0,True,True
1170,1170,2,120,11.0,True,720,564.0,True,2880,799.0,True,True
1171,1171,3,60,35.0,True,360,245.0,True,1440,699.0,True,True
1172,1172,1,240,12.0,True,1440,69.0,True,4320,305.0,True,True
1173,1173,3,60,37.0,True,360,88.0,True,1440,313.0,True,True
1174,1174,3,60,15.0,True,360,80.0,True,1440,285.0,True,True
1175,1175,3,60,42.0,True,360,216.0,True,1440,407.0,True,True
1176,1176,1,240,15.0,True,1440,126.0,True,4320,324.0,True,True
1177,1177,3,60,18.0,True,360,221.0,True,1440,462.0,True,True
1178,1178,1,240,33.0,True,1440,193.0,True,4320,348.0,True,True
1179,1179,2,120,16.0,True,720,146.0,True,2880,197.0,True,True
1180,1180,1,240,17.0,True,1440,41.0,True,4320,334.0,True,True
1181,1181,3,60,14.0,True,360,165.0,True,1440,251.0,True,True
1182,1182,2,120,114.0,True,720,213.0,True,2880,385.0,True,True
1183,1183,1,240,37.0,True,1440,344.0,True,4320,836.0,True,True
1184,1184,1,240,42.0,True,1440,206.0,True,4320,273.0,True,True
1185,1185,1,240,23.0,True,1440,82.0,True,4320,269.0,True,True
1186,1186,2,120,8.0,True,720,180.0,True,2880,359.0,True,True
1187,1187,1,240,32.0,True,1440,132.0,True,4320,877.0,True,True
1188,1188,1,240,38.0,True,1440,76.0,True,4320,287.0,True,True
1189,1189,3,60,24.0,True,360,347.0,True,1440,482.0,True,True
1190,1190,4,30,16.0,True,180,96.0,True,720,160.0,True,True
1191,1191,2,120,14.0,True,720,81.0,True,2880,261.0,True,True
1192,1192,3,60,,False,360,,False,1440,,False,False
1193,1193,3,60,11.0,True,360,87.0,True,1440,140.0,True,True
1194,1194,1,240,35.0,True,1440,189.0,True,4320,362.0,True,True
1195,1195,2,120,9.0,True,720,168.0,True,2880,349.0,True,True
