incident_id,alert_id,created_at,acknowledged_at,triaged_at,contained_at,resolved_at,closed_at,source_product,source_system,asset_id,rule_id,severity,status,analyst_id,classification_key,risk_score,is_escalated,is_reopened,data_classification
INC-00002070,ALT-00004935,2026-02-21T15:25:16Z,2026-02-21T16:05:16Z,2026-02-21T16:19:16Z,2026-02-21T16:47:16Z,2026-02-21T17:39:16Z,2026-02-22T02:38:16Z,External Synthetic,Network Sensor,AST-0048,RUL-005,High,Closed,ANL-005,1,99.3,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002875,ALT-00011432,2025-11-06T12:35:51Z,2025-11-06T13:39:51Z,2025-11-06T13:47:51Z,2025-11-06T15:00:51Z,2025-11-07T03:52:51Z,2025-11-07T13:44:51Z,External Synthetic,Identity Provider,AST-0087,RUL-037,Informational,Closed,ANL-001,1,48.9,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001172,ALT-00016503,2026-04-14T16:14:12Z,2026-04-14T16:26:12Z,2026-04-14T16:48:12Z,2026-04-14T17:23:12Z,2026-04-14T21:19:12Z,2026-04-15T04:44:12Z,External Synthetic,Network Sensor,AST-0100,RUL-034,Informational,Closed,ANL-006,3,48.0,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000301,ALT-00015165,2025-05-22T15:39:50Z,2025-05-22T15:43:50Z,2025-05-22T15:56:50Z,2025-05-22T17:03:50Z,2025-05-22T21:03:50Z,2025-05-23T02:19:50Z,EDY Sentinel,Cloud Detection,AST-0040,RUL-006,Medium,Closed,ANL-003,2,63.2,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000317,ALT-00009598,2026-04-04T15:02:05Z,2026-04-04T15:19:05Z,2026-04-04T15:40:05Z,2026-04-04T18:49:05Z,2026-04-04T19:51:05Z,2026-04-05T06:50:05Z,External Synthetic,Identity Provider,AST-0068,RUL-013,Medium,Closed,ANL-017,1,80.8,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000065,ALT-00005689,2026-06-05T11:36:23Z,2026-06-05T11:41:23Z,2026-06-05T11:50:23Z,2026-06-05T13:27:23Z,2026-06-05T21:03:23Z,,External Synthetic,Identity Provider,AST-0085,RUL-039,Informational,Resolved,ANL-015,1,32.8,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002652,ALT-00003743,2025-05-20T20:04:48Z,2025-05-20T20:18:48Z,2025-05-20T20:36:48Z,2025-05-20T21:42:48Z,2025-05-20T22:49:48Z,2025-05-21T04:04:48Z,External Synthetic,Network Sensor,AST-0109,RUL-042,Critical,Closed,ANL-018,4,100,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00003117,ALT-00006391,2026-07-03T09:42:43Z,2026-07-03T09:59:43Z,2026-07-03T10:23:43Z,2026-07-03T11:03:43Z,2026-07-03T13:40:43Z,2026-07-03T22:35:43Z,External Synthetic,Identity Provider,AST-0062,RUL-003,Low,Closed,ANL-018,3,51.7,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000480,ALT-00008681,2026-07-10T19:47:17Z,2026-07-10T20:07:17Z,2026-07-10T20:19:17Z,2026-07-10T22:09:17Z,2026-07-10T22:50:17Z,2026-07-11T08:03:17Z,EDY SIEM,Correlation Hub,AST-0135,RUL-003,Medium,Closed,ANL-010,1,52.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001128,ALT-00002099,2025-03-12T14:36:31Z,2025-03-12T14:39:31Z,2025-03-12T15:07:31Z,2025-03-12T16:12:31Z,2025-03-12T22:07:31Z,2025-03-13T04:36:31Z,EDY RECON,Exposure Intelligence,AST-0075,RUL-011,Informational,Closed,ANL-008,1,37.8,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002903,ALT-00002972,2025-10-07T16:00:30Z,2025-10-07T16:38:30Z,2025-10-07T17:06:30Z,2025-10-07T18:06:30Z,2025-10-07T21:05:30Z,,External Synthetic,Identity Provider,AST-0148,RUL-009,Informational,Resolved,ANL-003,1,35.5,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002873,ALT-00011819,2025-07-18T17:08:58Z,2025-07-18T17:27:58Z,2025-07-18T17:39:58Z,2025-07-18T18:25:58Z,2025-07-18T19:24:58Z,,EDY Shield,Endpoint Integrity,AST-0030,RUL-033,Low,Resolved,ANL-016,1,54.8,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001371,ALT-00006148,2025-09-29T01:06:38Z,2025-09-29T01:24:38Z,2025-09-29T01:34:38Z,2025-09-29T03:15:38Z,2025-09-29T06:58:38Z,2025-09-29T14:29:38Z,External Synthetic,Network Sensor,AST-0129,RUL-023,Low,Closed,ANL-018,3,55.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001628,ALT-00011904,2025-04-14T17:29:47Z,2025-04-14T17:49:47Z,2025-04-14T18:16:47Z,2025-04-14T19:31:47Z,2025-04-15T03:30:47Z,2025-04-15T06:37:47Z,EDY SIEM,Correlation Hub,AST-0058,RUL-028,High,Closed,ANL-003,1,87.7,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001352,ALT-00000795,2025-11-01T01:15:11Z,2025-11-01T01:20:11Z,2025-11-01T01:36:11Z,2025-11-01T03:24:11Z,2025-11-01T10:22:11Z,2025-11-01T14:07:11Z,EDY SIEM,Correlation Hub,AST-0191,RUL-018,Low,Closed,ANL-007,1,54.9,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002482,ALT-00013365,2026-04-09T14:08:03Z,2026-04-09T14:32:03Z,2026-04-09T14:48:03Z,2026-04-09T15:02:03Z,2026-04-09T19:14:03Z,2026-04-10T00:39:03Z,EDY SIEM,Correlation Hub,AST-0023,RUL-029,Low,Closed,ANL-017,1,63.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000023,ALT-00006921,2025-03-27T01:58:27Z,2025-03-27T02:17:27Z,2025-03-27T02:29:27Z,2025-03-27T03:42:27Z,2025-03-27T06:45:27Z,2025-03-27T09:15:27Z,EDY Shield,Endpoint Integrity,AST-0012,RUL-029,Low,Closed,ANL-004,1,57.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000101,ALT-00014192,2025-09-29T08:24:34Z,2025-09-29T08:47:34Z,2025-09-29T09:07:34Z,2025-09-29T10:12:34Z,2025-09-29T13:18:34Z,2025-09-29T21:05:34Z,EDY Sentinel,Cloud Detection,AST-0026,RUL-002,Low,Closed,ANL-016,1,48.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000444,ALT-00003044,2025-12-06T08:34:32Z,2025-12-06T08:45:32Z,2025-12-06T09:12:32Z,2025-12-06T10:16:32Z,2025-12-06T15:10:32Z,2025-12-07T02:30:32Z,External Synthetic,Cloud Audit,AST-0032,RUL-012,Low,Closed,ANL-009,4,67.3,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002770,ALT-00008063,2025-05-15T16:50:49Z,2025-05-15T17:22:49Z,2025-05-15T17:33:49Z,2025-05-15T18:21:49Z,2025-05-15T23:05:49Z,2025-05-15T23:35:49Z,EDY SIEM,Correlation Hub,AST-0035,RUL-035,Low,Closed,ANL-017,1,48.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000272,ALT-00010885,2026-05-07T14:32:28Z,2026-05-07T14:37:28Z,2026-05-07T17:24:28Z,2026-05-07T18:00:28Z,2026-05-08T00:26:28Z,2026-05-08T02:06:28Z,External Synthetic,Identity Provider,AST-0028,RUL-037,Medium,Closed,ANL-008,2,74.7,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000842,ALT-00014058,2025-07-22T12:09:43Z,2025-07-22T12:53:43Z,2025-07-22T13:34:43Z,,,,EDY Shield,Endpoint Integrity,AST-0230,RUL-025,Informational,Active,ANL-012,0,48.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000057,ALT-00007978,2025-09-17T04:53:52Z,2025-09-17T05:25:52Z,2025-09-17T06:55:52Z,2025-09-17T08:34:52Z,2025-09-17T16:28:52Z,2025-09-18T00:47:52Z,External Synthetic,Cloud Audit,AST-0033,RUL-045,Informational,Closed,ANL-017,3,41.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001710,ALT-00008356,2025-11-12T16:04:22Z,2025-11-12T16:35:22Z,2025-11-12T16:56:22Z,2025-11-12T17:54:22Z,2025-11-12T22:31:22Z,2025-11-13T03:57:22Z,EDY Shield,Endpoint Integrity,AST-0231,RUL-038,Low,Closed,ANL-003,1,57.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000006,ALT-00004558,2026-04-13T10:28:28Z,2026-04-13T11:18:28Z,2026-04-13T12:00:28Z,2026-04-13T13:00:28Z,2026-04-13T15:30:28Z,2026-04-14T01:47:28Z,External Synthetic,Network Sensor,AST-0067,RUL-032,Low,Closed,ANL-015,1,42.7,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001106,ALT-00007668,2025-08-21T17:02:25Z,2025-08-21T18:16:25Z,2025-08-21T18:32:25Z,2025-08-21T19:15:25Z,2025-08-22T01:44:25Z,2025-08-22T02:00:25Z,EDY SIEM,Correlation Hub,AST-0085,RUL-016,Informational,Closed,ANL-018,1,36.5,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001569,ALT-00013973,2025-12-13T16:45:45Z,2025-12-13T17:18:45Z,2025-12-13T18:53:45Z,2025-12-14T02:46:45Z,2025-12-14T04:58:45Z,2025-12-14T13:49:45Z,EDY SIEM,Correlation Hub,AST-0093,RUL-029,Low,Closed,ANL-018,1,49.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001053,ALT-00011145,2025-06-24T13:51:05Z,2025-06-24T14:36:05Z,2025-06-24T14:56:05Z,2025-06-24T21:21:05Z,2025-06-25T10:51:05Z,2025-06-25T18:28:05Z,External Synthetic,Identity Provider,AST-0177,RUL-034,Informational,Closed,ANL-011,1,44.3,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000924,ALT-00008374,2025-04-29T09:35:35Z,2025-04-29T10:27:35Z,2025-04-29T10:39:35Z,2025-04-29T13:02:35Z,2025-04-29T14:33:35Z,2025-04-29T22:29:35Z,External Synthetic,Network Sensor,AST-0021,RUL-039,Low,Closed,ANL-015,1,62.1,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001318,ALT-00017493,2025-05-15T11:49:57Z,2025-05-15T12:16:57Z,2025-05-15T12:35:57Z,2025-05-15T15:02:57Z,2025-05-16T02:50:57Z,2025-05-16T05:54:57Z,EDY RECON,Exposure Intelligence,AST-0169,RUL-019,Medium,Closed,ANL-012,1,63.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000904,ALT-00003273,2025-12-09T16:42:37Z,2025-12-09T17:36:37Z,2025-12-09T17:45:37Z,2025-12-09T18:16:37Z,2025-12-10T01:46:37Z,2025-12-10T08:27:37Z,EDY Shield,Endpoint Integrity,AST-0215,RUL-012,High,Closed,ANL-013,2,91.3,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002244,ALT-00015245,2025-05-13T10:38:01Z,2025-05-13T10:48:01Z,2025-05-13T10:55:01Z,,,,External Synthetic,Cloud Audit,AST-0105,RUL-032,High,Active,ANL-011,0,96.0,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002173,ALT-00012220,2025-07-01T07:12:02Z,2025-07-01T07:54:02Z,2025-07-01T08:23:02Z,2025-07-01T08:38:02Z,2025-07-01T10:26:02Z,2025-07-01T17:58:02Z,EDY Shield,Endpoint Integrity,AST-0228,RUL-035,Informational,Closed,ANL-001,1,35.9,FALSE,TRUE,SYNTHETIC_DEMO_DATA
INC-00000236,ALT-00009372,2025-10-06T09:10:51Z,2025-10-06T09:40:51Z,2025-10-06T10:33:51Z,2025-10-06T12:31:51Z,2025-10-06T19:07:51Z,2025-10-07T02:27:51Z,EDY SIEM,Correlation Hub,AST-0084,RUL-044,Informational,Closed,ANL-006,1,34.9,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001120,ALT-00014201,2025-09-25T11:53:33Z,2025-09-25T12:08:33Z,2025-09-25T12:59:33Z,2025-09-25T15:34:33Z,2025-09-25T17:04:33Z,2025-09-25T21:14:33Z,External Synthetic,Cloud Audit,AST-0150,RUL-005,Low,Closed,ANL-011,3,57.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000893,ALT-00010219,2026-02-15T19:27:29Z,2026-02-15T19:50:29Z,2026-02-15T20:22:29Z,2026-02-16T00:51:29Z,2026-02-16T07:54:29Z,2026-02-16T14:21:29Z,EDY Shield,Endpoint Integrity,AST-0137,RUL-011,Medium,Closed,ANL-017,1,63.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001093,ALT-00017043,2025-08-16T21:18:19Z,2025-08-16T22:17:19Z,2025-08-16T22:37:19Z,2025-08-17T01:57:19Z,2025-08-17T07:55:19Z,2025-08-17T12:20:19Z,EDY Sentinel,Cloud Detection,AST-0200,RUL-037,Informational,Closed,ANL-001,1,37.7,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00003027,ALT-00017226,2026-06-11T09:23:31Z,2026-06-11T09:29:31Z,2026-06-11T09:42:31Z,2026-06-11T11:56:31Z,2026-06-11T13:20:31Z,2026-06-11T21:18:31Z,EDY SIEM,Correlation Hub,AST-0188,RUL-010,Low,Closed,ANL-018,1,49.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002202,ALT-00007044,2025-09-15T10:35:10Z,2025-09-15T11:27:10Z,2025-09-15T11:45:10Z,2025-09-15T13:57:10Z,2025-09-16T04:43:10Z,,EDY SIEM,Correlation Hub,AST-0158,RUL-005,Informational,Resolved,ANL-014,1,47.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002832,ALT-00004740,2025-04-08T12:14:18Z,2025-04-08T12:22:18Z,2025-04-08T13:07:18Z,2025-04-08T16:16:18Z,2025-04-08T17:25:18Z,2025-04-09T01:06:18Z,External Synthetic,Network Sensor,AST-0172,RUL-026,Low,Closed,ANL-015,1,54.9,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002937,ALT-00012259,2026-01-29T17:40:22Z,2026-01-29T18:35:22Z,2026-01-29T18:41:22Z,2026-01-29T20:38:22Z,2026-01-30T06:45:22Z,2026-01-30T14:17:22Z,External Synthetic,Cloud Audit,AST-0206,RUL-033,Low,fechado,ANL-018,1,59.0,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001460,ALT-00002594,2026-02-04T06:44:12Z,2026-02-04T08:01:12Z,2026-02-04T08:15:12Z,2026-02-04T08:51:12Z,2026-02-04T14:44:12Z,,EDY Sentinel,Cloud Detection,AST-0121,RUL-042,Medium,Resolved,ANL-008,3,57.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002747,ALT-00000720,2025-12-26T08:54:54Z,2025-12-26T10:38:54Z,2025-12-26T10:43:54Z,2025-12-26T11:14:54Z,,,EDY Shield,Endpoint Integrity,AST-0086,RUL-023,Low,Contained,ANL-016,0,69.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001030,ALT-00004907,2025-09-11T08:55:56Z,2025-09-11T09:20:56Z,2025-09-11T10:10:56Z,2025-09-11T10:52:56Z,2025-09-11T15:34:56Z,2025-09-11T20:43:56Z,External Synthetic,Cloud Audit,AST-0231,RUL-019,Medium,Closed,ANL-012,1,69.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002955,ALT-00011456,2026-03-06T17:22:49Z,2026-03-06T17:54:49Z,2026-03-06T18:09:49Z,2026-03-06T18:45:49Z,2026-03-07T06:50:49Z,2026-03-07T17:55:49Z,External Synthetic,Network Sensor,AST-0041,RUL-008,Low,Closed,ANL-018,1,65.5,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001029,ALT-00016615,2026-05-07T17:11:15Z,2026-05-07T19:08:15Z,2026-05-07T19:28:15Z,2026-05-07T20:37:15Z,2026-05-08T08:53:15Z,2026-05-08T16:59:15Z,EDY Sentinel,Cloud Detection,AST-0215,RUL-022,Informational,Closed,ANL-017,2,32.5,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000638,ALT-00012077,2025-05-19T05:36:59Z,2025-05-19T05:50:59Z,2025-05-19T06:06:59Z,2025-05-19T07:06:59Z,2025-05-19T08:28:59Z,2025-05-19T17:04:59Z,EDY RECON,Exposure Intelligence,AST-0170,RUL-037,Medium,Closed,ANL-002,1,74.6,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001656,ALT-00006616,2025-12-27T19:05:42Z,2025-12-27T19:12:42Z,2025-12-27T19:23:42Z,2025-12-27T19:30:42Z,2025-12-27T20:54:42Z,2025-12-28T06:44:42Z,External Synthetic,Network Sensor,AST-0066,RUL-030,Critical,Closed,ANL-006,3,100,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000541,ALT-00003729,2025-07-09T18:39:10Z,2025-07-09T19:12:10Z,2025-07-09T19:49:10Z,2025-07-09T20:15:10Z,2025-07-09T21:19:10Z,2025-07-10T02:43:10Z,External Synthetic,Cloud Audit,AST-0094,RUL-019,Low,Closed,ANL-014,1,45.5,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000814,ALT-00011746,2025-03-12T22:03:51Z,2025-03-12T22:11:51Z,2025-03-12T22:28:51Z,2025-03-12T23:38:51Z,2025-03-13T05:57:51Z,2025-03-13T15:51:51Z,EDY Sentinel,Cloud Detection,AST-0144,RUL-017,Informational,Closed,ANL-010,1,34.3,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002316,ALT-00006089,2025-12-06T17:23:40Z,2025-12-06T17:30:40Z,2025-12-06T17:43:40Z,,,,External Synthetic,Network Sensor,AST-0104,RUL-011,Medium,Active,ANL-010,0,83.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002123,ALT-00001003,2025-10-02T19:58:49Z,2025-10-02T20:16:49Z,2025-10-02T21:08:49Z,2025-10-02T22:58:49Z,2025-10-03T06:12:49Z,2025-10-03T13:22:49Z,External Synthetic,Network Sensor,AST-0155,RUL-028,Informational,Closed,ANL-009,1,54.4,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000630,ALT-00009447,2025-12-12T15:31:09Z,2025-12-12T16:26:09Z,2025-12-12T17:10:09Z,2025-12-12T18:35:09Z,2025-12-12T19:45:09Z,2025-12-13T01:24:09Z,EDY Shield,Endpoint Integrity,AST-0135,RUL-036,Informational,Closed,ANL-002,1,24.2,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001173,ALT-00003895,2025-10-03T17:34:23Z,2025-10-03T18:11:23Z,2025-10-03T18:20:23Z,2025-10-03T19:02:23Z,2025-10-03T22:47:23Z,2025-10-04T04:20:23Z,External Synthetic,Network Sensor,AST-0183,RUL-011,Medium,Closed,ANL-001,1,70.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002936,ALT-00013757,2026-03-30T17:53:10Z,2026-03-30T18:04:10Z,2026-03-30T18:20:10Z,2026-03-30T19:12:10Z,2026-03-31T03:46:10Z,2026-03-31T04:15:10Z,External Synthetic,Cloud Audit,AST-0048,RUL-030,Informational,Closed,ANL-006,1,39.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001610,ALT-00010903,2025-05-06T19:07:48Z,2025-05-06T21:12:48Z,2025-05-06T21:27:48Z,2025-05-06T22:50:48Z,2025-05-08T00:25:48Z,2025-05-08T07:27:48Z,EDY Shield,Endpoint Integrity,AST-0075,RUL-018,Informational,Closed,ANL-018,2,39.3,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002763,ALT-00014303,2025-07-24T14:14:08Z,2025-07-24T15:39:08Z,2025-07-24T15:57:08Z,2025-07-24T16:20:08Z,2025-07-24T20:13:08Z,2025-07-24T23:55:08Z,External Synthetic,Cloud Audit,AST-0169,RUL-044,Informational,Closed,ANL-011,1,40.9,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001455,ALT-00000156,2026-05-16T05:11:00Z,2026-05-16T05:55:00Z,2026-05-16T06:21:00Z,,,,EDY Sentinel,Cloud Detection,AST-0239,RUL-017,Informational,Active,ANL-005,0,54.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00003136,ALT-00006741,2026-01-08T05:55:41Z,2026-01-08T07:34:41Z,2026-01-08T08:00:41Z,2026-01-08T10:16:41Z,2026-01-08T21:04:41Z,,External Synthetic,Identity Provider,AST-0150,RUL-003,Informational,Resolved,ANL-010,1,46.0,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001431,ALT-00007946,2025-09-11T17:23:07Z,2025-09-11T17:30:07Z,2025-09-11T17:40:07Z,2025-09-11T18:27:07Z,2025-09-11T19:27:07Z,2025-09-12T00:27:07Z,External Synthetic,Network Sensor,AST-0095,RUL-024,Low,Closed,ANL-012,1,62.6,FALSE,TRUE,SYNTHETIC_DEMO_DATA
INC-00003118,ALT-00005561,2025-07-31T09:02:01Z,2025-07-31T10:52:01Z,2025-07-31T11:18:01Z,2025-07-31T11:35:01Z,2025-07-31T15:30:01Z,2025-07-31T16:44:01Z,EDY SIEM,Correlation Hub,AST-0091,RUL-035,Informational,Closed,ANL-010,1,40.3,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00003160,ALT-00001114,2026-07-17T14:59:37Z,2026-07-17T15:25:37Z,2026-07-17T15:35:37Z,,,,External Synthetic,Network Sensor,AST-0013,RUL-008,Low,Active,ANL-005,0,47.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000298,ALT-00009890,2026-02-06T04:52:59Z,2026-02-06T05:40:59Z,2026-02-06T05:51:59Z,2026-02-06T06:31:59Z,2026-02-06T09:16:59Z,2026-02-06T19:21:59Z,EDY SIEM,Correlation Hub,AST-0065,RUL-015,Low,Closed,ANL-005,1,56.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002907,ALT-00009342,2025-09-09T13:36:57Z,2025-09-09T13:41:57Z,2025-09-09T13:53:57Z,2025-09-09T16:23:57Z,2025-09-10T02:20:57Z,2025-09-10T02:58:57Z,EDY SIEM,Correlation Hub,AST-0154,RUL-040,Informational,Closed,ANL-011,4,39.7,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001419,ALT-00014078,2026-06-11T13:30:26Z,2026-06-11T13:47:26Z,2026-06-11T14:03:26Z,2026-06-11T14:24:26Z,2026-06-11T16:17:26Z,2026-06-11T19:32:26Z,EDY Shield,Endpoint Integrity,AST-0196,RUL-017,Low,Closed,ANL-006,1,64.7,TRUE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002052,ALT-00015977,2026-05-26T15:06:11Z,2026-05-26T15:39:11Z,2026-05-26T16:11:11Z,,,,EDY Sentinel,Cloud Detection,AST-0052,RUL-045,Informational,Active,ANL-002,0,34.9,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000753,ALT-00015437,2025-04-04T07:39:36Z,2025-04-04T07:54:36Z,2025-04-04T08:46:36Z,2025-04-04T12:33:36Z,2025-04-04T14:00:36Z,2025-04-04T22:18:36Z,External Synthetic,Network Sensor,AST-0213,RUL-027,Informational,Closed,ANL-005,1,44.2,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002637,ALT-00013794,2025-06-22T18:25:13Z,2025-06-22T18:38:13Z,2025-06-22T19:01:13Z,2025-06-22T20:50:13Z,2025-06-23T08:51:13Z,2025-06-23T12:20:13Z,External Synthetic,Cloud Audit,AST-0146,RUL-019,Informational,Closed,ANL-011,1,39.2,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002289,ALT-00001109,2025-11-26T16:31:39Z,2025-11-26T17:02:39Z,2025-11-26T17:13:39Z,2025-11-26T18:19:39Z,2025-11-26T21:52:39Z,2025-11-27T08:33:39Z,EDY SIEM,Correlation Hub,AST-0149,RUL-023,Medium,Closed,ANL-001,3,76.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001774,ALT-00007611,2025-04-13T18:15:56Z,2025-04-13T18:40:56Z,2025-04-13T19:20:56Z,2025-04-13T21:04:56Z,2025-04-14T01:02:56Z,2025-04-14T12:17:56Z,External Synthetic,Network Sensor,AST-0150,RUL-030,Low,Closed,ANL-005,1,62.4,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001381,ALT-00012977,2025-12-20T12:56:33Z,2025-12-20T13:22:33Z,2025-12-20T13:24:33Z,2025-12-20T15:49:33Z,2025-12-20T16:41:33Z,2025-12-20T18:07:33Z,External Synthetic,Network Sensor,AST-0068,RUL-020,Medium,Closed,ANL-003,3,76.7,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000390,ALT-00009655,2025-11-06T18:27:49Z,2025-11-06T18:47:49Z,2025-11-06T19:11:49Z,2025-11-06T20:16:49Z,2025-11-07T04:11:49Z,2025-11-07T13:00:49Z,EDY Shield,Endpoint Integrity,AST-0148,RUL-041,Informational,Closed,ANL-008,1,32.7,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001196,ALT-00015815,2025-04-22T15:21:29Z,2025-04-22T15:29:29Z,2025-04-22T15:35:29Z,2025-04-22T16:23:29Z,2025-04-22T16:48:29Z,2025-04-22T23:56:29Z,External Synthetic,Network Sensor,AST-0070,RUL-037,Medium,Closed,ANL-002,3,64.5,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000399,ALT-00011091,2025-09-26T08:27:01Z,2025-09-26T08:30:01Z,2025-09-26T09:06:01Z,2025-09-26T15:21:01Z,2025-09-26T18:07:01Z,2025-09-27T01:18:01Z,External Synthetic,Network Sensor,AST-0013,RUL-015,Low,Closed,ANL-018,3,49.1,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000602,ALT-00001938,2025-04-01T19:30:41Z,2025-04-01T20:15:41Z,2025-04-01T20:42:41Z,2025-04-01T21:55:41Z,2025-04-02T00:13:41Z,,EDY Shield,Endpoint Integrity,AST-0129,RUL-039,Medium,Resolved,ANL-002,1,69.9,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00001874,ALT-00015536,2026-02-26T10:09:37Z,2026-02-26T11:30:37Z,2026-02-26T11:39:37Z,2026-02-26T13:33:37Z,2026-02-26T16:20:37Z,2026-02-26T20:22:37Z,EDY SIEM,Correlation Hub,AST-0003,RUL-010,Informational,Closed,ANL-006,1,38.0,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00002523,ALT-00017954,2025-06-30T11:47:06Z,2025-06-30T12:04:06Z,2025-06-30T12:23:06Z,2025-06-30T13:09:06Z,2025-06-30T23:50:06Z,2025-07-01T06:03:06Z,External Synthetic,Network Sensor,AST-0173,RUL-008,Low,Closed,ANL-018,1,52.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00000654,ALT-00014017,2026-06-18T00:31:27Z,2026-06-18T00:45:27Z,2026-06-18T01:35:27Z,2026-06-18T07:48:27Z,,,EDY Sentinel,Cloud Detection,AST-0177,RUL-024,Informational,Contained,ANL-014,0,41.5,FALSE,FALSE,SYNTHETIC_DEMO_DATA
INC-00003143,ALT-00008655,2025-03-02T19:28:17Z,2025-03-02T19:43:17Z,2025-03-02T19:54:17Z,2025-03-02T22:11:17Z,2025-03-03T09:58:17Z,2025-03-03T11:53:17Z,EDY SIEM,Correlation Hub,AST-0036,RUL-023,Low,Closed,ANL-016,1,37.6,FALSE,FALSE,SYNTHETIC_DEMO_DATA
