alert_id,event_id,detected_at,source_product,asset_id,rule_id,severity,false_positive,safe_summary,data_classification
ALT-00004568,EVT-00024111,2025-05-29T14:27:48Z,EDY SIEM,AST-0009,RUL-020,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004569,EVT-00032076,2025-02-14T10:45:23Z,EDY Sentinel,AST-0071,RUL-033,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004570,EVT-00040041,2025-08-28T12:27:58Z,EDY SIEM,AST-0029,RUL-009,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004571,EVT-00048006,2026-07-15T12:53:57Z,EDY RECON,AST-0187,RUL-045,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004572,EVT-00055971,2026-05-15T14:29:34Z,External Synthetic,AST-0203,RUL-039,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004573,EVT-00063936,2026-06-07T11:19:42Z,External Synthetic,AST-0175,RUL-007,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004574,EVT-00071901,2025-08-26T11:34:51Z,External Synthetic,AST-0217,RUL-013,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004575,EVT-00079866,2026-06-25T06:20:45Z,EDY Shield,AST-0123,RUL-045,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004576,EVT-00087831,2026-03-29T06:43:15Z,External Synthetic,AST-0089,RUL-011,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004577,EVT-00095796,2025-07-15T09:31:45Z,External Synthetic,AST-0073,RUL-015,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004578,EVT-00103761,2025-08-11T17:21:28Z,External Synthetic,AST-0200,RUL-027,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004579,EVT-00111726,2026-07-12T19:04:23Z,External Synthetic,AST-0050,RUL-039,Critical,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004580,EVT-00119691,2026-02-19T14:35:37Z,EDY Sentinel,AST-0107,RUL-022,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004581,EVT-00007656,2026-02-04T05:54:31Z,EDY Sentinel,AST-0196,RUL-042,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004582,EVT-00015621,2025-02-28T14:40:29Z,EDY SIEM,AST-0191,RUL-011,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004583,EVT-00023586,2025-12-09T11:13:11Z,EDY Shield,AST-0210,RUL-044,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004584,EVT-00031551,2025-08-05T10:27:18Z,External Synthetic,AST-0051,RUL-011,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004585,EVT-00039516,2026-07-01T15:42:13Z,External Synthetic,AST-0105,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004586,EVT-00047481,2025-05-07T16:30:28Z,EDY Shield,AST-0086,RUL-017,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004587,EVT-00055446,2025-03-31T15:36:42Z,External Synthetic,AST-0195,RUL-032,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004588,EVT-00063411,2025-06-11T10:30:44Z,External Synthetic,AST-0141,RUL-002,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004589,EVT-00071376,2025-06-08T07:06:52Z,External Synthetic,AST-0037,RUL-002,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004590,EVT-00079341,2026-04-17T07:23:28Z,EDY Shield,AST-0120,RUL-015,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004591,EVT-00087306,2026-01-25T11:37:09Z,EDY Shield,AST-0167,RUL-024,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004592,EVT-00095271,2026-01-02T16:20:55Z,EDY Sentinel,AST-0058,RUL-004,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004593,EVT-00103236,2025-06-02T16:47:34Z,EDY Sentinel,AST-0091,RUL-006,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004594,EVT-00111201,2025-06-28T05:21:14Z,External Synthetic,AST-0231,RUL-042,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004595,EVT-00119166,2025-06-21T18:23:34Z,External Synthetic,AST-0152,RUL-028,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004596,EVT-00007131,2026-01-02T23:42:38Z,External Synthetic,AST-0073,RUL-007,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004597,EVT-00015096,2025-02-18T17:06:56Z,External Synthetic,AST-0175,RUL-015,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004598,EVT-00023061,2025-08-18T07:52:24Z,External Synthetic,AST-0027,RUL-018,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004599,EVT-00031026,2025-04-05T16:22:26Z,External Synthetic,AST-0236,RUL-009,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004600,EVT-00038991,2025-12-05T20:05:13Z,External Synthetic,AST-0158,RUL-023,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004601,EVT-00046956,2026-06-24T22:32:28Z,External Synthetic,AST-0181,RUL-014,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004602,EVT-00054921,2025-07-28T12:18:54Z,EDY Sentinel,AST-0165,RUL-018,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004603,EVT-00062886,2025-04-12T06:37:48Z,EDY Shield,AST-0100,RUL-030,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004604,EVT-00070851,2025-08-31T15:02:23Z,EDY Sentinel,AST-0181,RUL-043,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004605,EVT-00078816,2025-08-12T18:49:46Z,External Synthetic,AST-0225,RUL-042,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004606,EVT-00086781,2026-04-04T07:48:37Z,EDY Shield,AST-0075,RUL-023,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004607,EVT-00094746,2025-05-28T06:09:25Z,EDY RECON,AST-0032,RUL-013,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004608,EVT-00102711,2025-03-20T10:00:10Z,External Synthetic,AST-0077,RUL-021,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004609,EVT-00110676,2025-12-31T18:28:32Z,EDY Shield,AST-0125,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004610,EVT-00118641,2026-01-13T10:05:55Z,External Synthetic,AST-0104,RUL-003,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004611,EVT-00006606,2025-03-05T10:51:00Z,EDY SIEM,AST-0166,RUL-014,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004612,EVT-00014571,2025-08-09T14:01:56Z,EDY RECON,AST-0067,RUL-037,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004613,EVT-00022536,2025-08-03T09:23:14Z,EDY RECON,AST-0182,RUL-042,Critical,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004614,EVT-00030501,2026-03-19T02:57:30Z,EDY Shield,AST-0105,RUL-034,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004615,EVT-00038466,2025-11-19T02:41:11Z,EDY Sentinel,AST-0169,RUL-001,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004616,EVT-00046431,2025-12-28T15:27:43Z,EDY Shield,AST-0013,RUL-013,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004617,EVT-00054396,2025-07-24T17:11:36Z,EDY Shield,AST-0087,RUL-038,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004618,EVT-00062361,2025-05-21T15:33:58Z,External Synthetic,AST-0061,RUL-030,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004619,EVT-00070326,2026-07-05T10:11:57Z,External Synthetic,AST-0087,RUL-020,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004620,EVT-00078291,2026-01-02T18:02:10Z,EDY SIEM,AST-0019,RUL-012,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004621,EVT-00086256,2025-11-05T13:57:29Z,External Synthetic,AST-0163,RUL-044,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004622,EVT-00094221,2025-08-09T17:52:42Z,External Synthetic,AST-0231,RUL-021,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004623,EVT-00102186,2026-01-26T06:21:37Z,External Synthetic,AST-0078,RUL-013,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004624,EVT-00110151,2025-05-09T10:15:02Z,External Synthetic,AST-0066,RUL-019,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004625,EVT-00118116,2026-04-09T09:06:41Z,EDY SIEM,AST-0021,RUL-036,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004626,EVT-00006081,2025-11-24T08:42:10Z,External Synthetic,AST-0181,RUL-016,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004627,EVT-00014046,2025-04-07T23:18:43Z,External Synthetic,AST-0209,RUL-004,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004628,EVT-00022011,2026-06-09T15:05:34Z,EDY Shield,AST-0074,RUL-025,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004629,EVT-00029976,2026-07-17T18:48:52Z,EDY Sentinel,AST-0018,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004630,EVT-00037941,2025-10-12T10:12:33Z,EDY Sentinel,AST-0087,RUL-023,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004631,EVT-00045906,2025-09-12T13:54:59Z,EDY RECON,AST-0119,RUL-015,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004632,EVT-00053871,2025-06-18T15:23:32Z,EDY SIEM,AST-0086,RUL-040,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004633,EVT-00061836,2025-09-30T14:13:00Z,External Synthetic,AST-0141,RUL-014,low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004634,EVT-00069801,2026-02-25T21:02:18Z,External Synthetic,AST-0173,RUL-011,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004635,EVT-00077766,2025-08-13T14:36:07Z,EDY Shield,AST-0057,RUL-011,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004636,EVT-00085731,2026-01-13T20:12:01Z,EDY Shield,AST-0034,RUL-005,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004637,EVT-00093696,2025-08-29T20:26:06Z,External Synthetic,AST-0186,RUL-043,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004638,EVT-00101661,2025-12-22T10:49:19Z,External Synthetic,AST-0205,RUL-005,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004639,EVT-00109626,2025-06-20T18:32:23Z,External Synthetic,AST-0008,RUL-042,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004640,EVT-00117591,2025-04-19T15:12:13Z,EDY Shield,AST-0062,RUL-004,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004641,EVT-00005556,2025-02-19T09:50:28Z,External Synthetic,AST-0131,RUL-036,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004642,EVT-00013521,2026-02-03T15:14:42Z,External Synthetic,AST-0013,RUL-005,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004643,EVT-00021486,2025-07-31T15:02:12Z,EDY Sentinel,AST-0231,RUL-015,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004644,EVT-00029451,2026-02-09T12:41:47Z,EDY Shield,AST-0042,RUL-011,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004645,EVT-00037416,2025-03-14T08:57:18Z,External Synthetic,AST-0148,RUL-035,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004646,EVT-00045381,2025-05-13T17:14:00Z,EDY Shield,AST-0030,RUL-006,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004647,EVT-00053346,2025-09-08T13:18:42Z,EDY Shield,AST-0222,RUL-021,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004648,EVT-00061311,2026-01-29T09:17:44Z,EDY SIEM,AST-0144,RUL-016,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004649,EVT-00069276,2026-03-04T00:00:28Z,EDY Shield,AST-0144,RUL-041,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004650,EVT-00077241,2025-10-18T18:02:32Z,EDY Sentinel,AST-0122,RUL-017,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004651,EVT-00085206,2025-07-09T16:22:35Z,EDY RECON,AST-0163,RUL-007,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004652,EVT-00093171,2026-03-25T20:41:27Z,EDY Sentinel,AST-0122,RUL-030,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004653,EVT-00101136,2025-11-26T08:16:52Z,External Synthetic,AST-0055,RUL-022,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004654,EVT-00109101,2026-02-20T14:41:04Z,External Synthetic,AST-0179,RUL-006,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004655,EVT-00117066,2026-02-14T16:24:49Z,EDY Shield,AST-0145,RUL-028,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004656,EVT-00005031,2025-10-04T12:52:09Z,External Synthetic,AST-0184,RUL-022,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004657,EVT-00012996,2025-02-18T09:27:56Z,EDY Shield,AST-0098,RUL-015,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004658,EVT-00020961,2025-02-26T00:13:12Z,EDY RECON,AST-0100,RUL-028,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004659,EVT-00028926,2025-04-20T15:21:46Z,EDY RECON,AST-0022,RUL-029,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004660,EVT-00036891,2025-08-04T11:43:50Z,EDY Sentinel,AST-0064,RUL-008,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004661,EVT-00044856,2026-04-13T11:17:13Z,EDY SIEM,AST-0168,RUL-023,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004662,EVT-00052821,2025-08-01T06:31:14Z,External Synthetic,AST-0092,RUL-023,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004663,EVT-00060786,2025-07-30T19:15:31Z,EDY SIEM,AST-0138,RUL-032,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004664,EVT-00068751,2025-11-07T09:08:02Z,External Synthetic,AST-0071,RUL-028,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004665,EVT-00076716,2025-12-15T17:05:09Z,External Synthetic,AST-0035,RUL-009,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004666,EVT-00084681,2025-07-09T00:08:23Z,External Synthetic,AST-0230,RUL-040,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004667,EVT-00092646,2025-02-24T17:18:54Z,External Synthetic,AST-0176,RUL-012,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004668,EVT-00100611,2025-02-14T14:43:56Z,External Synthetic,AST-0110,RUL-021,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004669,EVT-00108576,2025-02-21T11:07:26Z,External Synthetic,AST-0136,RUL-003,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004670,EVT-00116541,2026-03-02T21:21:02Z,External Synthetic,AST-0106,RUL-018,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004671,EVT-00004506,2026-04-30T17:18:08Z,External Synthetic,AST-0074,RUL-022,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004672,EVT-00012471,2025-03-17T09:39:25Z,External Synthetic,AST-0027,RUL-016,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004673,EVT-00020436,2025-07-21T13:04:15Z,External Synthetic,AST-0113,RUL-027,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004674,EVT-00028401,2026-04-14T16:12:13Z,EDY RECON,AST-0191,RUL-011,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004675,EVT-00036366,2026-03-13T14:06:05Z,EDY RECON,AST-0033,RUL-044,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004676,EVT-00044331,2026-06-12T23:14:10Z,EDY Sentinel,AST-0154,RUL-043,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004677,EVT-00052296,2026-06-03T11:58:55Z,EDY RECON,AST-0127,RUL-012,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004678,EVT-00060261,2026-03-29T16:58:47Z,External Synthetic,AST-0162,RUL-018,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004679,EVT-00068226,2025-08-30T10:08:04Z,External Synthetic,AST-0083,RUL-016,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004680,EVT-00076191,2025-07-09T09:52:55Z,External Synthetic,AST-0178,RUL-007,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004681,EVT-00084156,2025-06-26T01:16:31Z,External Synthetic,AST-0111,RUL-042,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004682,EVT-00092121,2026-03-11T14:34:17Z,EDY Sentinel,AST-0150,RUL-041,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004683,EVT-00100086,2025-10-24T09:00:08Z,External Synthetic,AST-0059,RUL-016,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004684,EVT-00108051,2025-06-07T17:03:13Z,External Synthetic,AST-0088,RUL-040,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004685,EVT-00116016,2025-03-29T06:36:24Z,External Synthetic,AST-0060,RUL-032,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004686,EVT-00003981,2025-06-21T01:32:58Z,EDY RECON,AST-0137,RUL-006,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004687,EVT-00011946,2026-01-22T13:52:42Z,EDY SIEM,AST-0198,RUL-021,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004688,EVT-00019911,2025-03-28T05:19:37Z,External Synthetic,AST-0121,RUL-005,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004689,EVT-00027876,2026-01-19T11:58:24Z,EDY SIEM,AST-0225,RUL-034,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004690,EVT-00035841,2025-09-28T10:40:47Z,External Synthetic,AST-0025,RUL-026,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004691,EVT-00043806,2025-03-25T18:01:40Z,EDY Sentinel,AST-0026,RUL-015,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004692,EVT-00051771,2026-05-07T18:24:59Z,EDY Sentinel,AST-0202,RUL-041,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004693,EVT-00059736,2025-11-30T12:31:08Z,EDY Sentinel,AST-0022,RUL-008,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004694,EVT-00067701,2026-04-23T13:38:50Z,External Synthetic,AST-0120,RUL-024,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004695,EVT-00075666,2026-06-11T21:32:16Z,External Synthetic,AST-0173,RUL-041,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004696,EVT-00083631,2025-07-18T18:04:23Z,EDY SIEM,AST-0141,RUL-008,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004697,EVT-00091596,2026-04-17T16:51:51Z,External Synthetic,AST-0185,RUL-011,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004698,EVT-00099561,2026-07-03T09:05:49Z,External Synthetic,AST-0099,RUL-004,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004699,EVT-00107526,2026-07-08T13:01:32Z,External Synthetic,AST-0079,RUL-043,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004700,EVT-00115491,2025-05-08T11:45:27Z,External Synthetic,AST-0018,RUL-024,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004701,EVT-00003455,2025-02-01T10:41:31Z,External Synthetic,AST-0177,RUL-045,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004702,EVT-00011421,2025-06-16T09:31:16Z,EDY Shield,AST-0023,RUL-035,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004703,EVT-00019386,2025-08-06T21:47:38Z,EDY Sentinel,AST-0043,RUL-014,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004704,EVT-00027351,2025-09-12T15:51:15Z,EDY Shield,AST-0181,RUL-022,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004705,EVT-00035316,2025-11-17T12:30:41Z,EDY Sentinel,AST-0078,RUL-032,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004706,EVT-00043281,2025-06-28T17:39:54Z,External Synthetic,AST-0067,RUL-037,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004707,EVT-00051246,2026-04-28T20:44:25Z,EDY SIEM,AST-0147,RUL-043,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004708,EVT-00059211,2025-06-16T04:48:36Z,External Synthetic,AST-0105,RUL-009,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004709,EVT-00067176,2025-05-13T09:36:53Z,External Synthetic,AST-0190,RUL-006,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004710,EVT-00075141,2025-06-26T10:36:26Z,External Synthetic,AST-0217,RUL-022,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004711,EVT-00083106,2026-06-12T20:40:05Z,EDY Sentinel,AST-0103,RUL-040,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00004712,EVT-00091071,2026-07-26T21:06:38Z,External Synthetic,AST-0160,RUL-018,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
